Step;N 
100 ; 127
200 ; 116
300 ; 116
400 ; 140
500 ; 120
600 ; 120
700 ; 128
800 ; 112
900 ; 135
1000 ; 104
1100 ; 115
1200 ; 126
1300 ; 105
1400 ; 126
1500 ; 118
1600 ; 120
1700 ; 131
1800 ; 112
1900 ; 113
2000 ; 129
2100 ; 104
2200 ; 130
2300 ; 135
2400 ; 133
2500 ; 113
2600 ; 128
2700 ; 137
2800 ; 104
2900 ; 129
3000 ; 114
3100 ; 127
3200 ; 119
3300 ; 112
3400 ; 130
3500 ; 133
3600 ; 114
3700 ; 119
3800 ; 108
3900 ; 114
4000 ; 112
4100 ; 130
4200 ; 125
4300 ; 118
4400 ; 122
4500 ; 120
4600 ; 119
4700 ; 120
4800 ; 126
4900 ; 146
5000 ; 139
5100 ; 128
5200 ; 109
5300 ; 135
5400 ; 124
5500 ; 115
5600 ; 124
5700 ; 142
5800 ; 119
5900 ; 128
6000 ; 134
6100 ; 112
6200 ; 130
6300 ; 121
6400 ; 137
6500 ; 117
6600 ; 106
6700 ; 131
6800 ; 126
6900 ; 117
7000 ; 114
7100 ; 131
7200 ; 116
7300 ; 122
7400 ; 109
7500 ; 117
7600 ; 116
7700 ; 125
7800 ; 106
7900 ; 123
8000 ; 123
8100 ; 123
8200 ; 118
8300 ; 133
8400 ; 117
8500 ; 133
8600 ; 133
8700 ; 110
8800 ; 132
8900 ; 120
9000 ; 125
9100 ; 125
9200 ; 109
9300 ; 143
9400 ; 144
9500 ; 108
9600 ; 128
9700 ; 142
9800 ; 142
9900 ; 116
10000 ; 133
10100 ; 129
10200 ; 131
10300 ; 116
10400 ; 121
10500 ; 130
10600 ; 120
10700 ; 138
10800 ; 124
10900 ; 118
11000 ; 117
11100 ; 101
11200 ; 125
11300 ; 123
11400 ; 107
11500 ; 119
11600 ; 123
11700 ; 113
11800 ; 113
11900 ; 118
12000 ; 118
12100 ; 116
12200 ; 129
12300 ; 131
12400 ; 123
12500 ; 118
12600 ; 120
12700 ; 124
12800 ; 135
12900 ; 128
13000 ; 119
13100 ; 141
13200 ; 122
13300 ; 135
13400 ; 113
13500 ; 130
13600 ; 123
13700 ; 124
13800 ; 125
13900 ; 120
14000 ; 118
14100 ; 134
14200 ; 113
14300 ; 137
14400 ; 125
14500 ; 124
14600 ; 118
14700 ; 118
14800 ; 118
14900 ; 130
15000 ; 117
15100 ; 122
15200 ; 125
15300 ; 133
15400 ; 120
15500 ; 127
15600 ; 123
15700 ; 113
15800 ; 140
15900 ; 114
16000 ; 135
16100 ; 123
16200 ; 126
16300 ; 103
16400 ; 124
16500 ; 116
16600 ; 127
16700 ; 132
16800 ; 123
16900 ; 108
17000 ; 121
17100 ; 123
17200 ; 117
17300 ; 121
