Step;N 
100 ; 46
200 ; 48
300 ; 47
400 ; 42
500 ; 45
600 ; 38
700 ; 36
800 ; 28
900 ; 40
1000 ; 34
1100 ; 43
1200 ; 39
1300 ; 36
1400 ; 36
1500 ; 49
1600 ; 30
1700 ; 31
1800 ; 35
1900 ; 37
2000 ; 32
2100 ; 36
2200 ; 42
2300 ; 37
2400 ; 38
2500 ; 26
2600 ; 30
2700 ; 42
2800 ; 39
2900 ; 32
3000 ; 30
3100 ; 37
3200 ; 42
3300 ; 40
3400 ; 31
3500 ; 30
3600 ; 42
3700 ; 31
3800 ; 46
3900 ; 37
4000 ; 36
4100 ; 41
4200 ; 38
4300 ; 52
4400 ; 30
4500 ; 61
4600 ; 38
4700 ; 33
4800 ; 36
4900 ; 38
5000 ; 44
5100 ; 44
5200 ; 45
5300 ; 36
5400 ; 37
5500 ; 46
5600 ; 27
5700 ; 51
5800 ; 25
5900 ; 50
6000 ; 48
6100 ; 50
6200 ; 42
6300 ; 38
6400 ; 40
6500 ; 36
6600 ; 23
6700 ; 27
6800 ; 37
6900 ; 36
7000 ; 41
7100 ; 42
7200 ; 36
7300 ; 21
7400 ; 46
7500 ; 45
7600 ; 38
7700 ; 42
7800 ; 37
7900 ; 38
8000 ; 32
8100 ; 37
8200 ; 30
8300 ; 49
8400 ; 39
8500 ; 61
8600 ; 39
8700 ; 33
8800 ; 45
8900 ; 41
9000 ; 40
9100 ; 39
9200 ; 36
9300 ; 58
9400 ; 45
9500 ; 39
9600 ; 33
9700 ; 32
9800 ; 36
9900 ; 39
10000 ; 37
10100 ; 25
10200 ; 24
10300 ; 36
10400 ; 39
10500 ; 30
10600 ; 42
10700 ; 50
10800 ; 30
10900 ; 45
11000 ; 38
11100 ; 47
11200 ; 54
11300 ; 50
11400 ; 32
11500 ; 50
11600 ; 39
11700 ; 39
11800 ; 58
11900 ; 41
12000 ; 33
12100 ; 46
12200 ; 33
12300 ; 38
12400 ; 29
12500 ; 45
12600 ; 28
12700 ; 40
12800 ; 46
12900 ; 37
13000 ; 43
13100 ; 31
13200 ; 39
13300 ; 35
13400 ; 43
13500 ; 31
13600 ; 35
13700 ; 44
13800 ; 33
13900 ; 40
14000 ; 48
14100 ; 34
14200 ; 53
14300 ; 36
14400 ; 30
14500 ; 45
14600 ; 43
14700 ; 36
14800 ; 42
14900 ; 49
15000 ; 58
15100 ; 32
15200 ; 42
15300 ; 42
15400 ; 38
15500 ; 39
15600 ; 30
15700 ; 42
15800 ; 39
15900 ; 32
16000 ; 35
16100 ; 33
16200 ; 27
16300 ; 35
16400 ; 39
16500 ; 36
16600 ; 35
16700 ; 43
16800 ; 38
16900 ; 45
17000 ; 46
17100 ; 35
17200 ; 31
17300 ; 54
17400 ; 35
17500 ; 53
17600 ; 47
17700 ; 35
17800 ; 37
17900 ; 38
18000 ; 44
18100 ; 40
18200 ; 34
18300 ; 31
18400 ; 23
18500 ; 43
18600 ; 48
18700 ; 43
18800 ; 30
18900 ; 33
19000 ; 35
19100 ; 30
19200 ; 37
19300 ; 29
19400 ; 41
19500 ; 35
19600 ; 36
19700 ; 41
19800 ; 33
19900 ; 32
20000 ; 36
20100 ; 29
20200 ; 43
20300 ; 37
20400 ; 30
20500 ; 31
20600 ; 39
20700 ; 29
20800 ; 48
20900 ; 36
21000 ; 50
21100 ; 39
21200 ; 39
21300 ; 46
21400 ; 41
21500 ; 34
21600 ; 31
21700 ; 40
21800 ; 33
21900 ; 38
22000 ; 32
22100 ; 44
22200 ; 33
22300 ; 40
22400 ; 37
22500 ; 36
22600 ; 36
22700 ; 38
22800 ; 34
22900 ; 43
23000 ; 33
23100 ; 39
23200 ; 35
23300 ; 29
23400 ; 44
23500 ; 52
23600 ; 70
23700 ; 43
23800 ; 58
23900 ; 33
24000 ; 44
24100 ; 40
24200 ; 39
24300 ; 29
24400 ; 36
24500 ; 44
24600 ; 42
24700 ; 30
24800 ; 40
24900 ; 39
25000 ; 39
25100 ; 34
25200 ; 37
25300 ; 36
25400 ; 37
25500 ; 47
25600 ; 34
25700 ; 40
25800 ; 30
25900 ; 44
26000 ; 39
26100 ; 36
26200 ; 38
26300 ; 41
26400 ; 48
26500 ; 45
26600 ; 40
26700 ; 37
26800 ; 39
26900 ; 44
27000 ; 35
27100 ; 41
27200 ; 42
27300 ; 46
27400 ; 35
27500 ; 43
27600 ; 62
27700 ; 36
27800 ; 32
27900 ; 42
28000 ; 48
28100 ; 40
28200 ; 38
28300 ; 36
28400 ; 39
28500 ; 49
28600 ; 40
28700 ; 38
28800 ; 33
28900 ; 34
29000 ; 44
29100 ; 51
29200 ; 39
29300 ; 25
29400 ; 31
29500 ; 51
29600 ; 35
29700 ; 44
29800 ; 46
29900 ; 54
30000 ; 41
30100 ; 37
30200 ; 43
30300 ; 46
30400 ; 36
30500 ; 49
30600 ; 39
30700 ; 26
30800 ; 29
30900 ; 33
31000 ; 41
31100 ; 32
31200 ; 33
31300 ; 34
31400 ; 43
31500 ; 33
31600 ; 36
31700 ; 43
31800 ; 40
31900 ; 26
32000 ; 28
32100 ; 46
32200 ; 36
32300 ; 42
32400 ; 33
32500 ; 41
32600 ; 35
32700 ; 39
32800 ; 41
32900 ; 36
33000 ; 50
33100 ; 54
33200 ; 34
33300 ; 38
33400 ; 42
33500 ; 37
33600 ; 36
33700 ; 41
33800 ; 38
33900 ; 31
34000 ; 38
34100 ; 31
34200 ; 38
34300 ; 45
34400 ; 31
34500 ; 35
34600 ; 33
34700 ; 36
34800 ; 49
34900 ; 31
35000 ; 41
35100 ; 39
35200 ; 46
35300 ; 44
35400 ; 37
35500 ; 40
35600 ; 41
35700 ; 42
35800 ; 33
35900 ; 39
36000 ; 49
36100 ; 37
36200 ; 43
36300 ; 35
36400 ; 43
36500 ; 36
36600 ; 31
36700 ; 39
36800 ; 27
36900 ; 47
37000 ; 24
37100 ; 24
37200 ; 35
37300 ; 35
37400 ; 29
37500 ; 35
37600 ; 32
37700 ; 50
37800 ; 52
37900 ; 41
38000 ; 48
38100 ; 32
38200 ; 39
38300 ; 32
38400 ; 37
38500 ; 26
38600 ; 31
38700 ; 37
38800 ; 37
38900 ; 35
39000 ; 48
39100 ; 31
39200 ; 51
39300 ; 33
39400 ; 33
39500 ; 34
39600 ; 34
39700 ; 39
39800 ; 38
39900 ; 32
40000 ; 42
40100 ; 31
40200 ; 40
40300 ; 35
40400 ; 33
40500 ; 36
40600 ; 36
40700 ; 41
40800 ; 47
40900 ; 52
41000 ; 40
41100 ; 35
41200 ; 29
41300 ; 36
41400 ; 30
41500 ; 43
41600 ; 38
41700 ; 30
41800 ; 41
41900 ; 29
42000 ; 40
42100 ; 32
42200 ; 35
42300 ; 44
42400 ; 45
42500 ; 36
42600 ; 43
42700 ; 52
42800 ; 49
42900 ; 34
43000 ; 35
43100 ; 28
43200 ; 35
43300 ; 44
43400 ; 40
43500 ; 29
43600 ; 34
43700 ; 47
43800 ; 37
43900 ; 32
44000 ; 49
44100 ; 36
44200 ; 35
44300 ; 39
44400 ; 39
44500 ; 40
44600 ; 35
44700 ; 39
44800 ; 42
44900 ; 32
45000 ; 48
45100 ; 60
45200 ; 32
45300 ; 45
45400 ; 39
45500 ; 31
45600 ; 24
45700 ; 45
45800 ; 38
45900 ; 43
46000 ; 47
46100 ; 34
46200 ; 41
46300 ; 40
46400 ; 37
46500 ; 34
46600 ; 37
46700 ; 44
46800 ; 36
46900 ; 40
47000 ; 30
47100 ; 40
47200 ; 54
47300 ; 43
47400 ; 39
47500 ; 48
47600 ; 40
47700 ; 34
47800 ; 35
47900 ; 45
48000 ; 27
48100 ; 38
48200 ; 29
48300 ; 32
48400 ; 31
48500 ; 48
48600 ; 38
48700 ; 55
48800 ; 39
48900 ; 32
49000 ; 37
49100 ; 52
49200 ; 37
49300 ; 41
49400 ; 40
49500 ; 45
49600 ; 30
49700 ; 30
49800 ; 37
49900 ; 29
50000 ; 43
50100 ; 37
50200 ; 36
50300 ; 35
50400 ; 38
50500 ; 39
50600 ; 38
50700 ; 41
50800 ; 37
50900 ; 39
51000 ; 45
51100 ; 41
51200 ; 43
51300 ; 43
51400 ; 35
51500 ; 41
51600 ; 39
51700 ; 36
51800 ; 39
51900 ; 34
52000 ; 34
52100 ; 34
52200 ; 40
52300 ; 36
52400 ; 35
52500 ; 45
52600 ; 40
52700 ; 41
52800 ; 34
52900 ; 38
53000 ; 45
53100 ; 41
53200 ; 35
53300 ; 33
53400 ; 25
53500 ; 44
53600 ; 42
53700 ; 56
53800 ; 32
53900 ; 38
54000 ; 43
54100 ; 45
54200 ; 44
54300 ; 45
54400 ; 42
54500 ; 45
54600 ; 42
54700 ; 36
54800 ; 42
54900 ; 41
55000 ; 36
55100 ; 39
55200 ; 25
55300 ; 37
55400 ; 42
55500 ; 39
55600 ; 36
55700 ; 42
55800 ; 50
55900 ; 36
56000 ; 42
56100 ; 30
56200 ; 37
56300 ; 42
56400 ; 42
56500 ; 40
56600 ; 31
56700 ; 39
56800 ; 42
56900 ; 25
57000 ; 43
57100 ; 41
57200 ; 27
57300 ; 34
57400 ; 38
57500 ; 52
57600 ; 41
57700 ; 39
57800 ; 44
57900 ; 36
58000 ; 42
58100 ; 37
58200 ; 51
58300 ; 37
58400 ; 40
58500 ; 42
58600 ; 32
58700 ; 46
58800 ; 35
58900 ; 52
59000 ; 49
59100 ; 39
59200 ; 39
59300 ; 30
59400 ; 42
59500 ; 43
59600 ; 47
59700 ; 34
59800 ; 18
59900 ; 45
60000 ; 41
60100 ; 34
60200 ; 42
60300 ; 40
60400 ; 38
60500 ; 39
60600 ; 29
60700 ; 37
60800 ; 44
60900 ; 34
61000 ; 37
61100 ; 33
61200 ; 35
61300 ; 42
61400 ; 38
61500 ; 44
61600 ; 43
61700 ; 56
61800 ; 37
61900 ; 41
62000 ; 39
62100 ; 41
62200 ; 40
62300 ; 40
62400 ; 36
62500 ; 41
62600 ; 35
62700 ; 49
62800 ; 29
62900 ; 42
63000 ; 38
63100 ; 36
63200 ; 35
63300 ; 38
63400 ; 36
63500 ; 42
63600 ; 43
63700 ; 47
63800 ; 43
63900 ; 30
64000 ; 43
64100 ; 46
64200 ; 29
64300 ; 38
64400 ; 33
64500 ; 35
64600 ; 43
64700 ; 43
64800 ; 39
64900 ; 38
65000 ; 44
65100 ; 31
65200 ; 39
65300 ; 27
65400 ; 51
65500 ; 30
65600 ; 34
65700 ; 36
65800 ; 48
65900 ; 51
66000 ; 40
66100 ; 36
66200 ; 37
66300 ; 34
66400 ; 41
66500 ; 57
66600 ; 45
66700 ; 45
66800 ; 38
66900 ; 35
67000 ; 30
67100 ; 39
67200 ; 29
67300 ; 45
67400 ; 44
67500 ; 40
67600 ; 30
67700 ; 40
67800 ; 40
67900 ; 43
68000 ; 35
68100 ; 37
68200 ; 29
68300 ; 45
68400 ; 37
68500 ; 46
68600 ; 36
68700 ; 37
68800 ; 33
68900 ; 49
69000 ; 32
69100 ; 37
69200 ; 37
69300 ; 39
69400 ; 42
69500 ; 46
69600 ; 39
69700 ; 41
69800 ; 46
69900 ; 35
70000 ; 47
70100 ; 35
70200 ; 42
70300 ; 42
70400 ; 42
70500 ; 40
70600 ; 37
70700 ; 44
70800 ; 31
70900 ; 45
71000 ; 37
71100 ; 35
71200 ; 35
71300 ; 43
71400 ; 33
71500 ; 39
71600 ; 42
71700 ; 30
71800 ; 42
71900 ; 43
72000 ; 30
72100 ; 41
72200 ; 39
72300 ; 26
72400 ; 40
72500 ; 46
72600 ; 34
72700 ; 44
72800 ; 30
72900 ; 43
73000 ; 30
73100 ; 43
73200 ; 51
73300 ; 46
73400 ; 34
73500 ; 49
73600 ; 34
73700 ; 33
73800 ; 37
73900 ; 39
74000 ; 40
74100 ; 34
74200 ; 42
74300 ; 28
74400 ; 36
74500 ; 45
74600 ; 36
74700 ; 45
74800 ; 42
74900 ; 44
75000 ; 41
75100 ; 35
75200 ; 27
75300 ; 38
75400 ; 44
75500 ; 36
75600 ; 33
75700 ; 40
75800 ; 32
75900 ; 27
76000 ; 34
76100 ; 37
76200 ; 33
76300 ; 35
76400 ; 48
76500 ; 41
76600 ; 42
76700 ; 49
76800 ; 39
76900 ; 44
77000 ; 32
77100 ; 36
77200 ; 45
77300 ; 44
77400 ; 51
77500 ; 40
77600 ; 39
77700 ; 32
77800 ; 39
77900 ; 29
78000 ; 44
78100 ; 43
78200 ; 33
78300 ; 41
78400 ; 46
78500 ; 38
78600 ; 39
78700 ; 45
78800 ; 51
78900 ; 29
79000 ; 38
79100 ; 38
79200 ; 37
79300 ; 37
