Step;N 
100 ; 670
200 ; 668
300 ; 670
400 ; 667
500 ; 671
600 ; 672
700 ; 672
800 ; 674
900 ; 670
1000 ; 672
1100 ; 675
1200 ; 680
1300 ; 684
1400 ; 687
1500 ; 678
1600 ; 675
1700 ; 672
1800 ; 675
1900 ; 677
2000 ; 677
2100 ; 679
2200 ; 670
2300 ; 673
2400 ; 675
2500 ; 679
2600 ; 685
2700 ; 681
2800 ; 684
2900 ; 683
3000 ; 683
3100 ; 681
3200 ; 674
3300 ; 676
3400 ; 677
3500 ; 680
3600 ; 678
3700 ; 679
3800 ; 676
3900 ; 675
4000 ; 674
4100 ; 672
4200 ; 675
4300 ; 675
4400 ; 672
4500 ; 679
4600 ; 682
4700 ; 685
4800 ; 685
4900 ; 682
5000 ; 680
5100 ; 684
5200 ; 682
5300 ; 685
5400 ; 692
5500 ; 687
5600 ; 684
5700 ; 684
5800 ; 690
5900 ; 691
6000 ; 694
6100 ; 694
6200 ; 693
6300 ; 692
6400 ; 694
6500 ; 693
6600 ; 689
6700 ; 682
6800 ; 676
6900 ; 676
7000 ; 681
7100 ; 681
7200 ; 677
7300 ; 677
7400 ; 675
7500 ; 678
7600 ; 674
7700 ; 679
7800 ; 678
7900 ; 681
8000 ; 683
8100 ; 687
8200 ; 684
8300 ; 680
8400 ; 675
8500 ; 682
8600 ; 678
8700 ; 678
8800 ; 682
8900 ; 681
9000 ; 683
9100 ; 682
9200 ; 683
9300 ; 685
9400 ; 682
9500 ; 687
9600 ; 681
9700 ; 685
9800 ; 688
9900 ; 685
10000 ; 682
10100 ; 684
10200 ; 683
10300 ; 680
10400 ; 683
10500 ; 679
10600 ; 679
10700 ; 682
10800 ; 675
10900 ; 674
11000 ; 672
11100 ; 675
11200 ; 674
11300 ; 671
11400 ; 674
11500 ; 679
11600 ; 678
11700 ; 684
11800 ; 684
11900 ; 679
12000 ; 676
12100 ; 679
12200 ; 676
12300 ; 682
12400 ; 678
12500 ; 684
12600 ; 686
12700 ; 685
12800 ; 685
12900 ; 683
13000 ; 678
13100 ; 681
13200 ; 683
13300 ; 678
13400 ; 679
13500 ; 680
13600 ; 678
13700 ; 678
13800 ; 675
13900 ; 678
14000 ; 672
14100 ; 670
14200 ; 670
14300 ; 663
14400 ; 670
14500 ; 675
14600 ; 675
14700 ; 675
14800 ; 675
14900 ; 681
15000 ; 683
15100 ; 683
15200 ; 681
15300 ; 683
15400 ; 680
15500 ; 688
15600 ; 687
15700 ; 686
15800 ; 680
15900 ; 673
16000 ; 677
16100 ; 678
16200 ; 678
16300 ; 683
16400 ; 686
16500 ; 684
16600 ; 679
16700 ; 679
16800 ; 682
16900 ; 681
17000 ; 683
17100 ; 681
17200 ; 682
17300 ; 680
17400 ; 682
17500 ; 684
17600 ; 681
17700 ; 677
17800 ; 679
17900 ; 678
18000 ; 680
18100 ; 684
18200 ; 682
18300 ; 686
18400 ; 680
18500 ; 682
18600 ; 681
18700 ; 681
18800 ; 682
18900 ; 685
19000 ; 682
19100 ; 686
19200 ; 682
19300 ; 688
19400 ; 690
19500 ; 690
19600 ; 690
19700 ; 693
19800 ; 695
19900 ; 693
20000 ; 691
20100 ; 697
20200 ; 695
20300 ; 692
20400 ; 687
20500 ; 681
20600 ; 683
20700 ; 684
20800 ; 680
20900 ; 676
21000 ; 674
21100 ; 675
21200 ; 675
21300 ; 677
21400 ; 676
21500 ; 671
21600 ; 674
21700 ; 679
21800 ; 679
21900 ; 675
22000 ; 673
22100 ; 670
22200 ; 676
22300 ; 676
22400 ; 674
22500 ; 675
22600 ; 676
22700 ; 676
22800 ; 677
22900 ; 679
23000 ; 679
23100 ; 679
23200 ; 679
23300 ; 684
23400 ; 681
23500 ; 678
23600 ; 682
23700 ; 682
23800 ; 679
23900 ; 677
24000 ; 675
24100 ; 674
24200 ; 674
24300 ; 674
24400 ; 678
24500 ; 677
24600 ; 675
24700 ; 680
24800 ; 681
24900 ; 676
25000 ; 672
25100 ; 670
25200 ; 670
25300 ; 672
25400 ; 674
25500 ; 672
25600 ; 672
25700 ; 670
25800 ; 677
25900 ; 675
26000 ; 673
26100 ; 670
26200 ; 672
26300 ; 677
26400 ; 675
26500 ; 676
26600 ; 678
26700 ; 675
26800 ; 680
26900 ; 676
27000 ; 674
27100 ; 676
27200 ; 678
27300 ; 682
27400 ; 680
27500 ; 684
27600 ; 677
27700 ; 679
27800 ; 676
27900 ; 675
28000 ; 675
28100 ; 676
28200 ; 678
28300 ; 678
28400 ; 679
28500 ; 680
28600 ; 680
28700 ; 683
28800 ; 684
28900 ; 691
29000 ; 693
29100 ; 688
29200 ; 688
29300 ; 683
29400 ; 680
29500 ; 678
29600 ; 681
29700 ; 683
29800 ; 681
29900 ; 680
30000 ; 684
30100 ; 682
30200 ; 681
30300 ; 683
30400 ; 684
30500 ; 683
30600 ; 683
30700 ; 685
30800 ; 685
30900 ; 684
31000 ; 683
31100 ; 685
31200 ; 678
31300 ; 683
31400 ; 675
31500 ; 676
31600 ; 678
31700 ; 683
31800 ; 683
31900 ; 684
32000 ; 677
32100 ; 679
32200 ; 682
32300 ; 684
32400 ; 689
32500 ; 684
32600 ; 681
32700 ; 685
32800 ; 683
32900 ; 678
33000 ; 679
33100 ; 680
33200 ; 681
33300 ; 679
33400 ; 684
33500 ; 684
33600 ; 683
33700 ; 682
33800 ; 684
33900 ; 685
34000 ; 684
34100 ; 687
34200 ; 687
34300 ; 686
34400 ; 682
34500 ; 679
34600 ; 678
34700 ; 683
34800 ; 686
34900 ; 690
35000 ; 688
35100 ; 686
35200 ; 683
35300 ; 684
35400 ; 683
35500 ; 679
35600 ; 683
35700 ; 686
35800 ; 686
35900 ; 682
36000 ; 681
36100 ; 681
36200 ; 679
36300 ; 675
36400 ; 682
36500 ; 683
36600 ; 686
36700 ; 685
36800 ; 687
36900 ; 690
37000 ; 691
37100 ; 690
37200 ; 693
37300 ; 695
37400 ; 697
37500 ; 689
37600 ; 686
37700 ; 685
37800 ; 688
37900 ; 690
38000 ; 689
38100 ; 692
38200 ; 693
38300 ; 690
38400 ; 691
38500 ; 686
38600 ; 684
38700 ; 682
38800 ; 682
38900 ; 682
39000 ; 673
39100 ; 676
39200 ; 684
39300 ; 685
39400 ; 687
39500 ; 686
39600 ; 687
39700 ; 689
39800 ; 686
39900 ; 684
40000 ; 689
40100 ; 688
40200 ; 692
40300 ; 687
40400 ; 683
40500 ; 685
40600 ; 683
40700 ; 681
40800 ; 679
40900 ; 679
41000 ; 677
41100 ; 678
41200 ; 677
41300 ; 678
41400 ; 682
41500 ; 679
41600 ; 681
41700 ; 675
41800 ; 675
41900 ; 677
42000 ; 677
42100 ; 677
42200 ; 678
42300 ; 685
42400 ; 682
42500 ; 682
42600 ; 681
42700 ; 682
42800 ; 683
42900 ; 682
43000 ; 686
43100 ; 688
43200 ; 685
43300 ; 686
43400 ; 686
43500 ; 686
43600 ; 682
43700 ; 681
43800 ; 684
43900 ; 679
44000 ; 674
44100 ; 671
44200 ; 669
44300 ; 674
44400 ; 678
44500 ; 676
44600 ; 678
44700 ; 675
44800 ; 671
44900 ; 672
45000 ; 676
45100 ; 676
45200 ; 675
45300 ; 680
45400 ; 678
45500 ; 682
45600 ; 682
45700 ; 685
45800 ; 685
45900 ; 681
46000 ; 681
46100 ; 680
46200 ; 678
46300 ; 684
46400 ; 681
46500 ; 680
46600 ; 684
46700 ; 689
46800 ; 691
46900 ; 688
47000 ; 684
47100 ; 685
47200 ; 687
47300 ; 686
47400 ; 689
47500 ; 690
47600 ; 690
47700 ; 691
47800 ; 691
47900 ; 690
48000 ; 688
48100 ; 689
48200 ; 686
48300 ; 682
48400 ; 677
48500 ; 683
48600 ; 680
48700 ; 684
48800 ; 680
48900 ; 683
49000 ; 681
49100 ; 683
49200 ; 684
49300 ; 682
49400 ; 679
49500 ; 686
49600 ; 687
49700 ; 683
49800 ; 683
49900 ; 686
50000 ; 685
