Step;N 
100 ; 396
200 ; 400
300 ; 413
400 ; 413
500 ; 405
600 ; 403
700 ; 395
800 ; 383
900 ; 371
1000 ; 410
1100 ; 398
1200 ; 387
1300 ; 377
1400 ; 407
1500 ; 396
1600 ; 392
1700 ; 396
1800 ; 402
1900 ; 387
2000 ; 402
2100 ; 396
2200 ; 405
2300 ; 414
2400 ; 403
2500 ; 391
2600 ; 385
2700 ; 384
2800 ; 403
2900 ; 404
3000 ; 398
3100 ; 386
3200 ; 405
3300 ; 393
3400 ; 388
3500 ; 396
3600 ; 382
3700 ; 388
3800 ; 389
3900 ; 392
4000 ; 395
4100 ; 394
4200 ; 386
4300 ; 414
4400 ; 400
4500 ; 396
4600 ; 399
4700 ; 394
4800 ; 403
4900 ; 410
5000 ; 398
5100 ; 388
5200 ; 393
5300 ; 394
5400 ; 402
5500 ; 406
5600 ; 401
5700 ; 389
5800 ; 399
5900 ; 387
6000 ; 401
6100 ; 385
6200 ; 388
6300 ; 408
6400 ; 403
6500 ; 391
6600 ; 382
6700 ; 394
6800 ; 393
6900 ; 404
7000 ; 398
7100 ; 394
7200 ; 385
7300 ; 408
7400 ; 389
7500 ; 399
7600 ; 376
7700 ; 385
7800 ; 401
7900 ; 401
8000 ; 391
8100 ; 396
8200 ; 408
8300 ; 401
8400 ; 385
8500 ; 399
8600 ; 411
8700 ; 406
8800 ; 406
8900 ; 389
9000 ; 411
9100 ; 403
9200 ; 402
9300 ; 395
9400 ; 392
9500 ; 412
9600 ; 379
9700 ; 408
9800 ; 388
9900 ; 406
10000 ; 401
10100 ; 388
10200 ; 400
10300 ; 411
10400 ; 401
10500 ; 400
10600 ; 399
10700 ; 402
10800 ; 399
10900 ; 400
11000 ; 400
11100 ; 380
11200 ; 386
11300 ; 397
11400 ; 383
11500 ; 411
11600 ; 395
11700 ; 402
11800 ; 402
11900 ; 403
12000 ; 393
12100 ; 402
12200 ; 387
12300 ; 394
12400 ; 387
12500 ; 389
12600 ; 383
12700 ; 398
12800 ; 395
12900 ; 387
13000 ; 377
13100 ; 393
13200 ; 392
13300 ; 412
13400 ; 408
13500 ; 384
13600 ; 397
13700 ; 398
13800 ; 387
13900 ; 378
14000 ; 410
14100 ; 393
14200 ; 398
14300 ; 386
14400 ; 399
14500 ; 386
14600 ; 398
14700 ; 389
14800 ; 399
14900 ; 390
15000 ; 389
15100 ; 402
15200 ; 381
15300 ; 391
15400 ; 395
15500 ; 403
15600 ; 395
15700 ; 381
15800 ; 395
15900 ; 409
16000 ; 404
16100 ; 393
16200 ; 396
16300 ; 376
16400 ; 401
16500 ; 416
16600 ; 399
16700 ; 400
16800 ; 392
16900 ; 400
17000 ; 395
17100 ; 397
17200 ; 401
17300 ; 393
17400 ; 413
17500 ; 397
17600 ; 400
17700 ; 386
17800 ; 403
17900 ; 405
18000 ; 398
18100 ; 397
18200 ; 393
18300 ; 402
18400 ; 400
18500 ; 392
18600 ; 395
18700 ; 408
18800 ; 386
18900 ; 394
19000 ; 396
19100 ; 397
19200 ; 384
19300 ; 405
19400 ; 391
19500 ; 389
19600 ; 379
19700 ; 399
19800 ; 385
19900 ; 412
20000 ; 390
