Step;N 
100 ; 633
200 ; 636
300 ; 643
400 ; 646
500 ; 649
600 ; 653
700 ; 657
800 ; 661
900 ; 656
1000 ; 666
1100 ; 668
1200 ; 668
1300 ; 664
1400 ; 672
1500 ; 672
1600 ; 673
1700 ; 673
1800 ; 675
1900 ; 680
2000 ; 679
2100 ; 680
2200 ; 684
2300 ; 682
2400 ; 687
2500 ; 686
2600 ; 686
2700 ; 686
2800 ; 688
2900 ; 689
3000 ; 684
3100 ; 682
3200 ; 684
3300 ; 681
3400 ; 683
3500 ; 688
3600 ; 691
3700 ; 689
3800 ; 688
3900 ; 688
4000 ; 689
4100 ; 692
4200 ; 686
4300 ; 687
4400 ; 685
4500 ; 683
4600 ; 688
4700 ; 688
4800 ; 687
4900 ; 690
5000 ; 689
