Step;N 
100 ; 381
200 ; 367
300 ; 374
400 ; 378
500 ; 383
600 ; 375
700 ; 372
800 ; 374
900 ; 371
1000 ; 396
1100 ; 354
1200 ; 373
1300 ; 372
1400 ; 367
1500 ; 366
1600 ; 378
1700 ; 381
1800 ; 364
1900 ; 379
2000 ; 387
2100 ; 370
2200 ; 379
2300 ; 370
2400 ; 371
2500 ; 366
2600 ; 397
2700 ; 366
2800 ; 380
2900 ; 378
3000 ; 386
3100 ; 380
3200 ; 377
3300 ; 378
3400 ; 378
3500 ; 373
3600 ; 370
3700 ; 375
3800 ; 377
3900 ; 365
4000 ; 382
4100 ; 372
4200 ; 377
4300 ; 376
4400 ; 390
4500 ; 384
4600 ; 386
4700 ; 371
4800 ; 369
4900 ; 389
5000 ; 380
5100 ; 383
5200 ; 389
5300 ; 367
5400 ; 376
5500 ; 375
5600 ; 381
5700 ; 379
5800 ; 407
5900 ; 373
6000 ; 370
6100 ; 372
6200 ; 385
6300 ; 363
6400 ; 371
6500 ; 375
6600 ; 362
6700 ; 380
6800 ; 375
6900 ; 371
7000 ; 370
7100 ; 370
7200 ; 359
7300 ; 380
7400 ; 383
7500 ; 364
7600 ; 378
7700 ; 368
7800 ; 367
7900 ; 376
8000 ; 384
8100 ; 369
8200 ; 372
8300 ; 372
8400 ; 376
8500 ; 359
8600 ; 372
8700 ; 384
8800 ; 365
8900 ; 377
9000 ; 376
9100 ; 374
9200 ; 375
9300 ; 379
9400 ; 379
9500 ; 364
9600 ; 384
9700 ; 375
9800 ; 368
9900 ; 376
10000 ; 377
10100 ; 389
10200 ; 382
10300 ; 385
10400 ; 386
10500 ; 384
10600 ; 367
10700 ; 371
10800 ; 382
10900 ; 365
11000 ; 361
11100 ; 377
11200 ; 366
11300 ; 370
11400 ; 380
11500 ; 367
11600 ; 352
11700 ; 378
11800 ; 378
11900 ; 368
12000 ; 378
12100 ; 376
12200 ; 365
12300 ; 375
12400 ; 377
12500 ; 375
12600 ; 384
12700 ; 381
12800 ; 367
12900 ; 376
13000 ; 356
13100 ; 385
13200 ; 378
13300 ; 366
13400 ; 381
13500 ; 355
13600 ; 372
13700 ; 379
13800 ; 383
13900 ; 377
14000 ; 367
14100 ; 367
14200 ; 387
14300 ; 379
14400 ; 369
14500 ; 365
14600 ; 378
14700 ; 363
14800 ; 373
14900 ; 373
15000 ; 361
15100 ; 385
15200 ; 356
15300 ; 375
15400 ; 382
15500 ; 367
15600 ; 374
15700 ; 352
15800 ; 381
15900 ; 376
16000 ; 372
16100 ; 360
16200 ; 383
16300 ; 380
16400 ; 376
16500 ; 379
16600 ; 374
16700 ; 388
16800 ; 376
16900 ; 371
17000 ; 375
17100 ; 382
17200 ; 376
17300 ; 361
17400 ; 368
17500 ; 348
17600 ; 383
17700 ; 386
17800 ; 366
17900 ; 373
18000 ; 367
18100 ; 366
18200 ; 369
18300 ; 379
18400 ; 385
18500 ; 369
18600 ; 376
18700 ; 386
18800 ; 369
18900 ; 374
19000 ; 379
19100 ; 387
19200 ; 378
19300 ; 365
19400 ; 383
19500 ; 374
19600 ; 360
19700 ; 363
19800 ; 370
19900 ; 389
20000 ; 367
20100 ; 368
20200 ; 380
20300 ; 395
20400 ; 376
20500 ; 364
20600 ; 374
20700 ; 377
20800 ; 389
20900 ; 372
21000 ; 378
21100 ; 373
21200 ; 377
21300 ; 378
21400 ; 364
21500 ; 378
21600 ; 380
21700 ; 373
21800 ; 379
21900 ; 381
22000 ; 364
22100 ; 373
22200 ; 360
22300 ; 375
22400 ; 370
22500 ; 373
22600 ; 370
22700 ; 388
22800 ; 374
22900 ; 371
23000 ; 378
23100 ; 370
23200 ; 389
23300 ; 366
23400 ; 371
23500 ; 363
23600 ; 385
23700 ; 386
23800 ; 365
23900 ; 394
24000 ; 376
24100 ; 350
24200 ; 368
24300 ; 375
24400 ; 357
24500 ; 384
24600 ; 383
24700 ; 373
24800 ; 388
24900 ; 362
25000 ; 358
25100 ; 372
25200 ; 382
25300 ; 390
25400 ; 387
25500 ; 354
25600 ; 365
25700 ; 379
25800 ; 384
25900 ; 383
26000 ; 372
26100 ; 374
26200 ; 381
26300 ; 385
26400 ; 374
26500 ; 370
26600 ; 384
26700 ; 379
26800 ; 377
26900 ; 385
27000 ; 381
27100 ; 390
27200 ; 389
27300 ; 382
27400 ; 383
27500 ; 369
27600 ; 387
27700 ; 367
27800 ; 393
27900 ; 375
28000 ; 383
28100 ; 376
28200 ; 372
28300 ; 372
28400 ; 380
28500 ; 384
28600 ; 365
28700 ; 386
28800 ; 371
28900 ; 377
29000 ; 370
29100 ; 373
29200 ; 374
29300 ; 364
29400 ; 376
29500 ; 381
29600 ; 367
29700 ; 369
29800 ; 369
29900 ; 373
30000 ; 380
30100 ; 382
30200 ; 368
30300 ; 391
30400 ; 382
30500 ; 377
30600 ; 395
30700 ; 377
30800 ; 381
30900 ; 374
31000 ; 374
31100 ; 373
31200 ; 382
31300 ; 383
31400 ; 386
31500 ; 363
31600 ; 378
31700 ; 362
31800 ; 370
31900 ; 366
32000 ; 373
32100 ; 379
32200 ; 363
32300 ; 378
32400 ; 370
32500 ; 370
32600 ; 369
32700 ; 376
32800 ; 373
32900 ; 371
33000 ; 371
33100 ; 369
33200 ; 374
33300 ; 361
33400 ; 374
33500 ; 370
33600 ; 380
33700 ; 376
33800 ; 368
33900 ; 379
34000 ; 373
34100 ; 365
34200 ; 376
34300 ; 375
34400 ; 372
34500 ; 381
34600 ; 382
34700 ; 366
34800 ; 373
34900 ; 380
35000 ; 376
35100 ; 391
35200 ; 373
35300 ; 373
35400 ; 380
35500 ; 371
35600 ; 380
35700 ; 351
35800 ; 369
35900 ; 374
36000 ; 359
36100 ; 367
36200 ; 370
36300 ; 395
36400 ; 366
36500 ; 367
36600 ; 358
36700 ; 377
36800 ; 370
36900 ; 372
37000 ; 376
37100 ; 384
37200 ; 378
37300 ; 373
37400 ; 381
37500 ; 367
37600 ; 368
37700 ; 386
37800 ; 379
37900 ; 374
38000 ; 381
38100 ; 384
38200 ; 367
38300 ; 364
38400 ; 373
38500 ; 376
38600 ; 392
38700 ; 391
38800 ; 387
38900 ; 359
39000 ; 381
39100 ; 377
39200 ; 372
39300 ; 374
39400 ; 380
39500 ; 379
39600 ; 366
39700 ; 377
39800 ; 370
39900 ; 369
40000 ; 354
40100 ; 372
40200 ; 394
40300 ; 368
40400 ; 377
40500 ; 374
40600 ; 367
40700 ; 379
40800 ; 376
40900 ; 380
41000 ; 386
41100 ; 375
