Step;N 
100 ; 42
200 ; 28
300 ; 25
400 ; 32
500 ; 22
600 ; 36
700 ; 17
800 ; 28
900 ; 32
1000 ; 44
1100 ; 32
1200 ; 24
1300 ; 15
1400 ; 27
1500 ; 21
1600 ; 20
1700 ; 29
1800 ; 20
1900 ; 18
2000 ; 24
2100 ; 20
2200 ; 28
2300 ; 25
2400 ; 23
2500 ; 28
2600 ; 17
2700 ; 28
2800 ; 20
2900 ; 41
3000 ; 38
3100 ; 23
3200 ; 18
3300 ; 33
3400 ; 28
3500 ; 16
3600 ; 30
3700 ; 34
3800 ; 28
3900 ; 23
4000 ; 34
4100 ; 17
4200 ; 30
4300 ; 30
4400 ; 20
4500 ; 34
4600 ; 32
4700 ; 20
4800 ; 16
4900 ; 32
5000 ; 20
5100 ; 21
5200 ; 23
5300 ; 20
5400 ; 41
5500 ; 24
5600 ; 21
5700 ; 24
5800 ; 30
5900 ; 28
6000 ; 29
6100 ; 17
6200 ; 41
6300 ; 25
6400 ; 30
6500 ; 26
6600 ; 23
6700 ; 28
6800 ; 34
6900 ; 21
7000 ; 19
7100 ; 32
7200 ; 22
7300 ; 26
7400 ; 19
7500 ; 18
7600 ; 27
7700 ; 28
7800 ; 25
7900 ; 18
8000 ; 23
8100 ; 47
8200 ; 21
8300 ; 24
8400 ; 23
8500 ; 21
8600 ; 39
8700 ; 28
8800 ; 32
8900 ; 17
9000 ; 22
9100 ; 22
9200 ; 26
9300 ; 42
9400 ; 29
9500 ; 19
9600 ; 24
9700 ; 24
9800 ; 21
9900 ; 28
10000 ; 19
10100 ; 26
10200 ; 24
10300 ; 21
10400 ; 28
10500 ; 25
10600 ; 25
10700 ; 26
10800 ; 23
10900 ; 14
11000 ; 29
11100 ; 27
11200 ; 37
11300 ; 25
11400 ; 10
11500 ; 25
11600 ; 25
11700 ; 17
11800 ; 21
11900 ; 22
12000 ; 18
12100 ; 20
12200 ; 23
12300 ; 33
12400 ; 31
12500 ; 31
12600 ; 28
12700 ; 31
12800 ; 21
12900 ; 27
13000 ; 43
13100 ; 22
13200 ; 32
13300 ; 17
13400 ; 31
13500 ; 16
13600 ; 19
13700 ; 21
13800 ; 29
13900 ; 23
14000 ; 22
14100 ; 24
14200 ; 19
14300 ; 26
14400 ; 33
14500 ; 22
14600 ; 21
14700 ; 25
14800 ; 15
14900 ; 28
15000 ; 28
15100 ; 25
15200 ; 33
15300 ; 21
15400 ; 31
15500 ; 37
15600 ; 21
15700 ; 24
15800 ; 19
15900 ; 17
16000 ; 26
16100 ; 32
16200 ; 34
16300 ; 30
16400 ; 34
16500 ; 28
16600 ; 26
16700 ; 19
16800 ; 24
16900 ; 44
17000 ; 21
17100 ; 18
17200 ; 28
17300 ; 16
17400 ; 37
17500 ; 20
17600 ; 32
17700 ; 26
17800 ; 23
17900 ; 16
18000 ; 27
18100 ; 19
18200 ; 34
18300 ; 24
18400 ; 33
18500 ; 22
18600 ; 23
18700 ; 52
18800 ; 28
18900 ; 31
19000 ; 17
19100 ; 27
19200 ; 24
19300 ; 39
19400 ; 24
19500 ; 37
19600 ; 26
19700 ; 22
19800 ; 20
19900 ; 26
20000 ; 23
20100 ; 29
20200 ; 27
20300 ; 31
20400 ; 32
20500 ; 32
20600 ; 20
20700 ; 21
20800 ; 21
20900 ; 38
21000 ; 26
21100 ; 28
21200 ; 17
21300 ; 21
21400 ; 24
21500 ; 26
21600 ; 28
21700 ; 31
21800 ; 23
21900 ; 39
22000 ; 21
22100 ; 25
22200 ; 19
22300 ; 22
22400 ; 23
22500 ; 18
22600 ; 17
22700 ; 23
22800 ; 30
22900 ; 20
23000 ; 27
23100 ; 26
23200 ; 13
23300 ; 24
23400 ; 26
23500 ; 17
23600 ; 17
23700 ; 29
23800 ; 23
23900 ; 27
24000 ; 23
24100 ; 54
24200 ; 26
24300 ; 29
24400 ; 15
24500 ; 27
24600 ; 19
24700 ; 25
24800 ; 25
24900 ; 25
25000 ; 13
25100 ; 27
25200 ; 25
25300 ; 20
25400 ; 23
25500 ; 24
25600 ; 19
25700 ; 22
25800 ; 22
25900 ; 27
26000 ; 25
26100 ; 23
26200 ; 25
26300 ; 21
26400 ; 39
26500 ; 14
26600 ; 27
26700 ; 24
26800 ; 23
26900 ; 33
27000 ; 18
27100 ; 33
27200 ; 23
27300 ; 28
27400 ; 26
27500 ; 23
27600 ; 28
27700 ; 26
27800 ; 24
27900 ; 25
28000 ; 23
28100 ; 29
28200 ; 24
28300 ; 18
28400 ; 27
28500 ; 27
28600 ; 37
28700 ; 19
28800 ; 34
28900 ; 19
29000 ; 27
29100 ; 20
29200 ; 18
29300 ; 14
29400 ; 24
29500 ; 34
29600 ; 28
29700 ; 23
29800 ; 25
29900 ; 18
30000 ; 24
30100 ; 21
30200 ; 27
30300 ; 18
30400 ; 26
30500 ; 45
30600 ; 22
30700 ; 22
30800 ; 21
30900 ; 29
31000 ; 25
31100 ; 19
31200 ; 23
31300 ; 31
31400 ; 27
31500 ; 23
31600 ; 22
31700 ; 36
31800 ; 24
31900 ; 48
32000 ; 28
32100 ; 15
32200 ; 21
32300 ; 25
32400 ; 17
32500 ; 19
32600 ; 40
32700 ; 21
32800 ; 22
32900 ; 23
33000 ; 27
33100 ; 29
33200 ; 24
33300 ; 31
33400 ; 29
33500 ; 28
33600 ; 26
33700 ; 23
33800 ; 16
33900 ; 24
34000 ; 27
34100 ; 25
34200 ; 25
34300 ; 22
34400 ; 22
34500 ; 27
34600 ; 11
34700 ; 25
34800 ; 31
34900 ; 26
35000 ; 21
35100 ; 17
35200 ; 27
35300 ; 17
35400 ; 22
35500 ; 33
35600 ; 21
35700 ; 25
35800 ; 27
35900 ; 18
36000 ; 20
36100 ; 31
36200 ; 36
36300 ; 24
36400 ; 32
36500 ; 25
36600 ; 30
36700 ; 30
36800 ; 23
36900 ; 27
37000 ; 26
37100 ; 23
37200 ; 23
37300 ; 35
37400 ; 32
37500 ; 34
37600 ; 27
37700 ; 33
37800 ; 12
37900 ; 22
38000 ; 24
38100 ; 21
38200 ; 30
38300 ; 21
38400 ; 24
38500 ; 36
38600 ; 50
38700 ; 28
38800 ; 23
38900 ; 59
39000 ; 24
39100 ; 27
39200 ; 29
39300 ; 13
39400 ; 25
39500 ; 23
39600 ; 27
39700 ; 36
39800 ; 33
39900 ; 38
40000 ; 20
40100 ; 28
40200 ; 24
40300 ; 19
40400 ; 24
40500 ; 32
40600 ; 52
40700 ; 32
40800 ; 17
40900 ; 26
41000 ; 24
41100 ; 34
41200 ; 23
41300 ; 31
41400 ; 34
41500 ; 28
41600 ; 26
41700 ; 27
41800 ; 23
41900 ; 20
42000 ; 20
42100 ; 23
42200 ; 25
42300 ; 21
42400 ; 32
42500 ; 21
42600 ; 24
42700 ; 23
42800 ; 30
42900 ; 21
43000 ; 29
43100 ; 25
43200 ; 23
43300 ; 25
43400 ; 27
43500 ; 26
43600 ; 24
43700 ; 43
43800 ; 24
43900 ; 22
44000 ; 21
44100 ; 24
44200 ; 25
44300 ; 22
44400 ; 44
44500 ; 24
44600 ; 37
44700 ; 21
44800 ; 46
44900 ; 26
45000 ; 27
45100 ; 29
45200 ; 20
45300 ; 14
45400 ; 28
45500 ; 24
45600 ; 19
45700 ; 42
45800 ; 21
45900 ; 23
46000 ; 26
46100 ; 21
46200 ; 22
46300 ; 23
46400 ; 30
46500 ; 24
46600 ; 22
46700 ; 22
46800 ; 22
46900 ; 22
47000 ; 20
47100 ; 21
47200 ; 36
47300 ; 28
47400 ; 28
47500 ; 41
47600 ; 19
47700 ; 29
47800 ; 27
47900 ; 23
48000 ; 21
48100 ; 29
48200 ; 25
48300 ; 30
48400 ; 33
48500 ; 23
48600 ; 24
48700 ; 28
48800 ; 22
48900 ; 25
49000 ; 34
49100 ; 47
49200 ; 21
49300 ; 31
49400 ; 25
49500 ; 29
49600 ; 24
49700 ; 48
49800 ; 27
49900 ; 36
50000 ; 26
50100 ; 28
50200 ; 21
50300 ; 26
50400 ; 25
50500 ; 32
50600 ; 34
50700 ; 35
50800 ; 25
50900 ; 22
51000 ; 20
51100 ; 30
51200 ; 29
51300 ; 14
51400 ; 50
51500 ; 30
51600 ; 27
51700 ; 29
51800 ; 28
51900 ; 36
52000 ; 25
52100 ; 25
52200 ; 18
52300 ; 27
52400 ; 31
52500 ; 23
52600 ; 24
52700 ; 31
52800 ; 34
52900 ; 19
53000 ; 38
53100 ; 23
53200 ; 17
53300 ; 29
53400 ; 32
53500 ; 26
53600 ; 17
53700 ; 19
53800 ; 21
53900 ; 26
54000 ; 21
54100 ; 26
54200 ; 15
54300 ; 27
54400 ; 20
54500 ; 22
54600 ; 21
54700 ; 28
54800 ; 18
54900 ; 23
55000 ; 20
55100 ; 28
55200 ; 16
55300 ; 32
55400 ; 26
55500 ; 18
55600 ; 33
55700 ; 22
55800 ; 21
55900 ; 22
56000 ; 21
56100 ; 33
56200 ; 20
56300 ; 27
56400 ; 27
56500 ; 20
56600 ; 22
56700 ; 29
56800 ; 22
56900 ; 25
57000 ; 19
57100 ; 34
57200 ; 26
57300 ; 18
57400 ; 21
57500 ; 34
57600 ; 19
57700 ; 24
57800 ; 26
57900 ; 24
58000 ; 30
