Step;N 
100 ; 394
200 ; 402
300 ; 400
400 ; 396
500 ; 393
600 ; 409
700 ; 408
800 ; 415
900 ; 390
1000 ; 397
1100 ; 401
1200 ; 410
1300 ; 402
1400 ; 371
1500 ; 406
1600 ; 393
1700 ; 398
1800 ; 405
1900 ; 396
2000 ; 388
2100 ; 401
2200 ; 399
2300 ; 398
2400 ; 392
2500 ; 393
2600 ; 380
2700 ; 412
2800 ; 392
2900 ; 412
3000 ; 385
3100 ; 378
3200 ; 414
3300 ; 398
3400 ; 409
3500 ; 403
3600 ; 397
3700 ; 402
3800 ; 393
3900 ; 413
4000 ; 397
4100 ; 387
4200 ; 395
4300 ; 393
4400 ; 398
4500 ; 390
4600 ; 381
4700 ; 395
4800 ; 392
4900 ; 388
5000 ; 395
5100 ; 388
5200 ; 400
5300 ; 401
5400 ; 397
5500 ; 399
5600 ; 401
5700 ; 392
5800 ; 387
5900 ; 387
6000 ; 402
6100 ; 420
6200 ; 400
6300 ; 411
6400 ; 401
6500 ; 386
6600 ; 389
6700 ; 414
6800 ; 406
6900 ; 390
7000 ; 399
7100 ; 409
7200 ; 389
7300 ; 403
7400 ; 395
7500 ; 409
7600 ; 394
7700 ; 391
7800 ; 405
7900 ; 402
8000 ; 404
8100 ; 418
8200 ; 400
8300 ; 396
8400 ; 374
8500 ; 404
8600 ; 401
8700 ; 387
8800 ; 392
8900 ; 402
9000 ; 387
9100 ; 394
9200 ; 429
9300 ; 417
9400 ; 415
9500 ; 413
9600 ; 387
9700 ; 389
9800 ; 396
9900 ; 390
10000 ; 389
10100 ; 417
10200 ; 393
10300 ; 399
10400 ; 397
10500 ; 401
10600 ; 389
10700 ; 404
10800 ; 404
10900 ; 400
11000 ; 408
11100 ; 408
11200 ; 401
11300 ; 397
11400 ; 400
11500 ; 396
11600 ; 397
11700 ; 398
11800 ; 399
11900 ; 401
12000 ; 404
12100 ; 398
12200 ; 391
12300 ; 415
12400 ; 401
12500 ; 394
12600 ; 401
12700 ; 411
12800 ; 393
12900 ; 395
13000 ; 402
13100 ; 395
13200 ; 397
13300 ; 386
13400 ; 384
13500 ; 393
13600 ; 398
13700 ; 395
13800 ; 396
13900 ; 397
14000 ; 394
14100 ; 387
14200 ; 392
14300 ; 405
14400 ; 393
14500 ; 396
14600 ; 411
14700 ; 405
14800 ; 388
14900 ; 411
15000 ; 414
15100 ; 402
15200 ; 397
15300 ; 400
15400 ; 398
15500 ; 397
15600 ; 408
15700 ; 408
15800 ; 418
15900 ; 386
16000 ; 403
16100 ; 403
16200 ; 395
16300 ; 400
16400 ; 390
16500 ; 400
16600 ; 406
16700 ; 397
16800 ; 414
16900 ; 408
17000 ; 400
17100 ; 384
17200 ; 406
17300 ; 389
17400 ; 382
17500 ; 394
17600 ; 396
17700 ; 396
17800 ; 395
17900 ; 412
18000 ; 395
18100 ; 399
18200 ; 387
18300 ; 397
18400 ; 403
18500 ; 392
18600 ; 383
18700 ; 403
18800 ; 399
18900 ; 390
19000 ; 417
19100 ; 403
19200 ; 397
19300 ; 387
19400 ; 386
19500 ; 393
19600 ; 383
19700 ; 405
19800 ; 394
19900 ; 413
20000 ; 396
20100 ; 410
20200 ; 383
20300 ; 391
20400 ; 403
20500 ; 390
20600 ; 388
20700 ; 397
20800 ; 406
20900 ; 400
21000 ; 395
21100 ; 394
21200 ; 414
21300 ; 383
21400 ; 386
21500 ; 393
21600 ; 405
21700 ; 403
21800 ; 396
21900 ; 400
22000 ; 387
22100 ; 385
22200 ; 389
22300 ; 392
22400 ; 392
22500 ; 414
22600 ; 384
22700 ; 420
22800 ; 397
22900 ; 402
23000 ; 389
23100 ; 389
23200 ; 393
23300 ; 388
23400 ; 396
23500 ; 397
23600 ; 394
23700 ; 388
23800 ; 402
23900 ; 413
24000 ; 396
24100 ; 381
24200 ; 410
24300 ; 397
24400 ; 403
24500 ; 385
24600 ; 388
24700 ; 389
24800 ; 387
24900 ; 402
25000 ; 400
25100 ; 398
25200 ; 402
25300 ; 392
25400 ; 402
25500 ; 398
25600 ; 386
25700 ; 405
25800 ; 383
25900 ; 415
26000 ; 419
26100 ; 392
26200 ; 402
26300 ; 393
26400 ; 393
26500 ; 388
26600 ; 411
26700 ; 407
26800 ; 406
26900 ; 394
27000 ; 404
27100 ; 405
27200 ; 395
27300 ; 394
27400 ; 406
27500 ; 385
27600 ; 403
27700 ; 393
27800 ; 401
27900 ; 397
28000 ; 406
28100 ; 384
28200 ; 398
28300 ; 383
28400 ; 399
28500 ; 391
28600 ; 405
28700 ; 396
28800 ; 411
28900 ; 401
29000 ; 407
29100 ; 398
29200 ; 388
29300 ; 402
29400 ; 388
29500 ; 396
29600 ; 411
29700 ; 392
29800 ; 399
29900 ; 385
30000 ; 410
30100 ; 400
30200 ; 393
30300 ; 394
30400 ; 399
30500 ; 392
30600 ; 395
30700 ; 411
30800 ; 392
30900 ; 407
31000 ; 387
31100 ; 395
31200 ; 401
31300 ; 398
31400 ; 406
31500 ; 407
31600 ; 395
31700 ; 400
31800 ; 378
31900 ; 393
32000 ; 395
32100 ; 402
32200 ; 414
32300 ; 405
32400 ; 399
32500 ; 401
32600 ; 388
32700 ; 403
32800 ; 392
32900 ; 399
33000 ; 402
33100 ; 401
33200 ; 393
33300 ; 408
33400 ; 396
33500 ; 388
33600 ; 406
33700 ; 392
33800 ; 408
33900 ; 397
34000 ; 408
34100 ; 395
34200 ; 404
34300 ; 397
34400 ; 394
34500 ; 400
34600 ; 390
34700 ; 393
34800 ; 406
34900 ; 400
35000 ; 397
35100 ; 390
35200 ; 401
35300 ; 402
35400 ; 391
35500 ; 397
35600 ; 410
35700 ; 397
35800 ; 398
35900 ; 401
36000 ; 391
36100 ; 404
36200 ; 413
36300 ; 408
36400 ; 401
36500 ; 393
36600 ; 398
36700 ; 408
36800 ; 399
36900 ; 393
37000 ; 376
37100 ; 384
37200 ; 394
37300 ; 408
37400 ; 402
37500 ; 372
37600 ; 390
37700 ; 409
37800 ; 404
37900 ; 387
38000 ; 392
38100 ; 394
38200 ; 393
38300 ; 405
38400 ; 390
38500 ; 399
38600 ; 391
38700 ; 393
38800 ; 402
38900 ; 410
39000 ; 392
39100 ; 410
39200 ; 384
39300 ; 413
39400 ; 379
39500 ; 398
39600 ; 395
39700 ; 400
39800 ; 397
39900 ; 388
40000 ; 401
40100 ; 384
40200 ; 379
40300 ; 398
40400 ; 401
40500 ; 390
40600 ; 403
40700 ; 405
40800 ; 394
40900 ; 396
41000 ; 401
41100 ; 401
41200 ; 405
41300 ; 402
41400 ; 392
41500 ; 402
41600 ; 402
41700 ; 387
41800 ; 406
41900 ; 408
42000 ; 402
42100 ; 390
42200 ; 396
42300 ; 413
42400 ; 390
42500 ; 399
42600 ; 412
42700 ; 407
42800 ; 387
42900 ; 406
43000 ; 407
43100 ; 404
43200 ; 409
43300 ; 404
43400 ; 396
43500 ; 389
43600 ; 403
43700 ; 395
43800 ; 406
43900 ; 409
44000 ; 390
44100 ; 385
44200 ; 387
44300 ; 411
44400 ; 393
44500 ; 385
44600 ; 392
44700 ; 387
44800 ; 406
44900 ; 406
45000 ; 400
45100 ; 385
45200 ; 390
45300 ; 406
45400 ; 406
45500 ; 409
45600 ; 402
45700 ; 398
45800 ; 386
45900 ; 394
46000 ; 418
46100 ; 385
46200 ; 391
46300 ; 420
46400 ; 401
46500 ; 408
46600 ; 404
46700 ; 406
46800 ; 401
46900 ; 410
47000 ; 402
47100 ; 402
47200 ; 399
47300 ; 391
47400 ; 404
47500 ; 417
47600 ; 395
47700 ; 396
47800 ; 411
47900 ; 402
48000 ; 403
48100 ; 402
48200 ; 386
48300 ; 392
48400 ; 410
48500 ; 417
48600 ; 400
48700 ; 405
48800 ; 390
48900 ; 417
49000 ; 400
49100 ; 412
49200 ; 392
49300 ; 403
49400 ; 387
49500 ; 413
49600 ; 402
49700 ; 406
49800 ; 396
49900 ; 377
50000 ; 396
