Step;N 
100 ; 631
200 ; 638
300 ; 641
400 ; 649
500 ; 653
600 ; 657
700 ; 662
800 ; 667
900 ; 668
1000 ; 669
1100 ; 672
1200 ; 671
1300 ; 673
1400 ; 673
1500 ; 672
1600 ; 674
1700 ; 675
1800 ; 680
1900 ; 681
2000 ; 684
2100 ; 685
2200 ; 686
2300 ; 685
2400 ; 689
2500 ; 689
2600 ; 691
2700 ; 691
2800 ; 691
2900 ; 693
3000 ; 691
3100 ; 691
3200 ; 692
3300 ; 693
3400 ; 691
3500 ; 691
3600 ; 694
3700 ; 693
3800 ; 694
3900 ; 695
4000 ; 697
4100 ; 696
4200 ; 697
4300 ; 697
4400 ; 697
4500 ; 697
4600 ; 697
4700 ; 696
4800 ; 696
4900 ; 697
5000 ; 698
