Step;N 
100 ; 21
200 ; 36
300 ; 18
400 ; 9
500 ; 17
600 ; 24
700 ; 11
800 ; 18
900 ; 16
1000 ; 12
1100 ; 27
1200 ; 35
1300 ; 32
1400 ; 19
1500 ; 13
1600 ; 12
1700 ; 22
1800 ; 15
1900 ; 15
2000 ; 15
2100 ; 25
2200 ; 13
2300 ; 17
2400 ; 14
2500 ; 15
2600 ; 25
2700 ; 23
2800 ; 22
2900 ; 22
3000 ; 11
3100 ; 15
3200 ; 24
3300 ; 13
3400 ; 18
3500 ; 13
3600 ; 26
3700 ; 16
3800 ; 12
3900 ; 18
4000 ; 28
4100 ; 18
4200 ; 19
4300 ; 24
4400 ; 15
4500 ; 18
4600 ; 15
4700 ; 24
4800 ; 22
4900 ; 21
5000 ; 16
5100 ; 18
5200 ; 23
5300 ; 19
5400 ; 18
5500 ; 27
5600 ; 26
5700 ; 27
5800 ; 26
5900 ; 30
6000 ; 26
6100 ; 17
6200 ; 18
6300 ; 26
6400 ; 16
6500 ; 25
6600 ; 13
6700 ; 21
6800 ; 24
6900 ; 31
7000 ; 43
7100 ; 16
7200 ; 22
7300 ; 19
7400 ; 13
7500 ; 20
7600 ; 17
7700 ; 20
7800 ; 15
7900 ; 14
8000 ; 17
8100 ; 21
8200 ; 9
8300 ; 15
8400 ; 23
8500 ; 24
8600 ; 19
8700 ; 17
8800 ; 24
8900 ; 18
9000 ; 19
9100 ; 16
9200 ; 24
9300 ; 18
9400 ; 37
9500 ; 15
9600 ; 29
9700 ; 23
9800 ; 23
9900 ; 15
10000 ; 29
10100 ; 24
10200 ; 29
10300 ; 22
10400 ; 19
10500 ; 19
10600 ; 18
10700 ; 34
10800 ; 14
10900 ; 26
11000 ; 16
11100 ; 16
11200 ; 18
11300 ; 58
11400 ; 16
11500 ; 19
11600 ; 28
11700 ; 19
11800 ; 13
11900 ; 26
12000 ; 20
12100 ; 22
12200 ; 28
12300 ; 18
12400 ; 45
12500 ; 21
12600 ; 25
12700 ; 18
12800 ; 22
12900 ; 15
13000 ; 19
13100 ; 22
13200 ; 8
13300 ; 12
13400 ; 35
13500 ; 23
13600 ; 22
13700 ; 34
13800 ; 27
13900 ; 18
14000 ; 40
14100 ; 19
14200 ; 14
14300 ; 35
14400 ; 32
14500 ; 31
14600 ; 17
14700 ; 19
14800 ; 20
14900 ; 25
15000 ; 21
15100 ; 26
15200 ; 26
15300 ; 17
15400 ; 22
15500 ; 18
15600 ; 20
15700 ; 23
15800 ; 25
15900 ; 18
16000 ; 37
16100 ; 26
16200 ; 14
16300 ; 32
16400 ; 23
16500 ; 12
16600 ; 31
16700 ; 12
16800 ; 21
16900 ; 25
17000 ; 23
17100 ; 19
17200 ; 47
17300 ; 20
17400 ; 15
17500 ; 44
17600 ; 20
17700 ; 19
17800 ; 13
17900 ; 23
18000 ; 11
18100 ; 22
18200 ; 25
18300 ; 19
18400 ; 25
18500 ; 18
18600 ; 16
18700 ; 28
18800 ; 20
18900 ; 28
19000 ; 44
19100 ; 15
19200 ; 23
19300 ; 13
19400 ; 31
19500 ; 24
19600 ; 28
19700 ; 16
19800 ; 20
19900 ; 19
20000 ; 24
20100 ; 31
20200 ; 15
20300 ; 26
20400 ; 14
20500 ; 11
20600 ; 18
20700 ; 22
20800 ; 19
20900 ; 19
21000 ; 23
21100 ; 24
21200 ; 34
21300 ; 18
21400 ; 15
21500 ; 21
21600 ; 32
21700 ; 17
21800 ; 23
21900 ; 17
22000 ; 18
22100 ; 18
22200 ; 23
22300 ; 31
22400 ; 23
22500 ; 23
22600 ; 20
22700 ; 20
22800 ; 7
22900 ; 29
23000 ; 12
23100 ; 18
23200 ; 20
23300 ; 16
23400 ; 20
23500 ; 16
23600 ; 24
23700 ; 16
23800 ; 20
23900 ; 24
24000 ; 29
24100 ; 30
24200 ; 22
24300 ; 20
24400 ; 10
24500 ; 14
24600 ; 24
24700 ; 16
24800 ; 26
24900 ; 26
25000 ; 32
25100 ; 19
25200 ; 42
25300 ; 39
25400 ; 15
25500 ; 18
25600 ; 14
25700 ; 18
25800 ; 14
25900 ; 19
26000 ; 18
26100 ; 17
26200 ; 14
26300 ; 26
26400 ; 32
26500 ; 39
26600 ; 25
26700 ; 12
26800 ; 45
26900 ; 23
27000 ; 15
27100 ; 18
27200 ; 28
27300 ; 25
27400 ; 21
27500 ; 14
27600 ; 18
27700 ; 19
27800 ; 26
27900 ; 20
28000 ; 28
28100 ; 14
28200 ; 30
28300 ; 32
28400 ; 24
28500 ; 19
28600 ; 15
28700 ; 18
28800 ; 18
28900 ; 42
29000 ; 21
29100 ; 21
29200 ; 17
29300 ; 26
29400 ; 18
29500 ; 25
29600 ; 20
29700 ; 20
29800 ; 18
29900 ; 24
30000 ; 19
30100 ; 18
30200 ; 23
30300 ; 16
30400 ; 22
30500 ; 35
30600 ; 37
30700 ; 22
30800 ; 27
30900 ; 13
31000 ; 13
31100 ; 20
31200 ; 16
31300 ; 18
31400 ; 24
31500 ; 17
31600 ; 13
31700 ; 16
31800 ; 17
31900 ; 17
32000 ; 24
32100 ; 14
32200 ; 30
32300 ; 24
32400 ; 14
32500 ; 23
32600 ; 25
32700 ; 17
32800 ; 21
32900 ; 19
33000 ; 26
33100 ; 24
33200 ; 26
33300 ; 19
33400 ; 19
33500 ; 20
33600 ; 37
33700 ; 11
33800 ; 20
33900 ; 21
34000 ; 11
34100 ; 37
