Step;N 
100 ; 587
200 ; 581
300 ; 595
400 ; 593
500 ; 588
600 ; 593
700 ; 597
800 ; 603
900 ; 599
1000 ; 583
1100 ; 591
1200 ; 602
1300 ; 600
1400 ; 605
1500 ; 595
1600 ; 597
1700 ; 591
1800 ; 596
1900 ; 595
2000 ; 596
2100 ; 602
2200 ; 602
2300 ; 606
2400 ; 596
2500 ; 598
2600 ; 604
2700 ; 598
2800 ; 599
2900 ; 599
3000 ; 602
3100 ; 594
3200 ; 597
3300 ; 595
3400 ; 601
3500 ; 606
3600 ; 594
3700 ; 586
3800 ; 592
3900 ; 603
4000 ; 600
4100 ; 598
4200 ; 602
4300 ; 591
4400 ; 594
4500 ; 593
4600 ; 589
4700 ; 601
4800 ; 604
4900 ; 593
5000 ; 600
