Step;N 
100 ; 198
200 ; 215
300 ; 220
400 ; 213
500 ; 224
600 ; 219
700 ; 213
800 ; 209
900 ; 220
1000 ; 202
1100 ; 207
1200 ; 198
1300 ; 202
1400 ; 212
1500 ; 221
1600 ; 213
1700 ; 212
1800 ; 195
1900 ; 219
2000 ; 209
2100 ; 197
2200 ; 220
2300 ; 210
2400 ; 227
2500 ; 221
2600 ; 215
2700 ; 225
2800 ; 202
2900 ; 217
3000 ; 212
3100 ; 211
3200 ; 206
3300 ; 213
3400 ; 230
3500 ; 209
3600 ; 232
3700 ; 213
3800 ; 212
3900 ; 221
4000 ; 199
4100 ; 216
4200 ; 202
4300 ; 213
4400 ; 223
4500 ; 198
4600 ; 221
4700 ; 217
4800 ; 210
4900 ; 208
5000 ; 218
5100 ; 206
5200 ; 203
5300 ; 201
5400 ; 201
5500 ; 195
5600 ; 208
5700 ; 213
5800 ; 214
5900 ; 211
6000 ; 214
6100 ; 193
6200 ; 210
6300 ; 218
6400 ; 206
6500 ; 199
6600 ; 212
6700 ; 195
6800 ; 217
6900 ; 217
7000 ; 212
7100 ; 206
7200 ; 230
7300 ; 214
7400 ; 216
7500 ; 213
7600 ; 205
7700 ; 208
7800 ; 215
7900 ; 218
8000 ; 222
8100 ; 213
8200 ; 208
8300 ; 215
8400 ; 199
8500 ; 214
8600 ; 198
8700 ; 217
8800 ; 212
8900 ; 216
9000 ; 237
9100 ; 219
9200 ; 224
9300 ; 209
9400 ; 207
9500 ; 200
9600 ; 186
9700 ; 209
9800 ; 214
9900 ; 208
10000 ; 214
10100 ; 209
10200 ; 225
10300 ; 219
10400 ; 229
10500 ; 224
10600 ; 194
10700 ; 213
10800 ; 219
10900 ; 199
11000 ; 215
11100 ; 204
11200 ; 201
11300 ; 209
11400 ; 213
11500 ; 225
11600 ; 211
11700 ; 212
11800 ; 213
11900 ; 220
12000 ; 209
12100 ; 208
12200 ; 215
12300 ; 212
12400 ; 211
12500 ; 217
12600 ; 219
12700 ; 199
12800 ; 199
12900 ; 229
13000 ; 218
13100 ; 202
13200 ; 201
13300 ; 211
13400 ; 230
13500 ; 223
13600 ; 218
13700 ; 209
13800 ; 215
13900 ; 205
14000 ; 218
14100 ; 210
14200 ; 209
14300 ; 221
14400 ; 222
14500 ; 210
14600 ; 217
14700 ; 201
14800 ; 221
14900 ; 216
15000 ; 217
15100 ; 219
15200 ; 202
15300 ; 226
15400 ; 199
15500 ; 221
