Step;N 
100 ; 194
200 ; 177
300 ; 185
400 ; 201
500 ; 188
600 ; 177
700 ; 181
800 ; 205
900 ; 188
1000 ; 176
1100 ; 199
1200 ; 185
1300 ; 181
1400 ; 192
1500 ; 177
1600 ; 192
1700 ; 198
1800 ; 188
1900 ; 197
2000 ; 171
2100 ; 194
2200 ; 181
2300 ; 191
2400 ; 190
2500 ; 177
2600 ; 191
2700 ; 203
2800 ; 184
2900 ; 186
3000 ; 184
3100 ; 189
3200 ; 188
3300 ; 198
3400 ; 188
3500 ; 176
3600 ; 197
3700 ; 183
3800 ; 201
3900 ; 196
4000 ; 194
4100 ; 176
4200 ; 172
4300 ; 184
4400 ; 180
4500 ; 194
4600 ; 177
4700 ; 180
4800 ; 191
4900 ; 187
5000 ; 190
5100 ; 200
5200 ; 188
5300 ; 194
5400 ; 195
5500 ; 208
5600 ; 173
5700 ; 196
5800 ; 194
5900 ; 190
6000 ; 187
6100 ; 206
6200 ; 180
6300 ; 193
6400 ; 198
6500 ; 195
6600 ; 193
6700 ; 195
6800 ; 180
6900 ; 184
7000 ; 194
7100 ; 193
7200 ; 191
7300 ; 210
7400 ; 183
7500 ; 195
7600 ; 175
7700 ; 179
7800 ; 188
7900 ; 188
8000 ; 180
8100 ; 180
8200 ; 185
8300 ; 186
8400 ; 188
8500 ; 183
8600 ; 181
8700 ; 191
8800 ; 193
8900 ; 205
9000 ; 176
9100 ; 198
9200 ; 195
9300 ; 181
9400 ; 182
9500 ; 192
9600 ; 184
9700 ; 183
9800 ; 180
9900 ; 188
10000 ; 201
10100 ; 192
10200 ; 177
10300 ; 194
10400 ; 198
10500 ; 202
10600 ; 180
10700 ; 185
10800 ; 190
10900 ; 189
11000 ; 189
11100 ; 195
11200 ; 171
11300 ; 177
11400 ; 184
11500 ; 192
11600 ; 187
11700 ; 187
11800 ; 197
11900 ; 187
12000 ; 189
12100 ; 185
12200 ; 206
12300 ; 175
12400 ; 193
12500 ; 192
12600 ; 184
12700 ; 192
12800 ; 191
12900 ; 191
13000 ; 191
13100 ; 167
13200 ; 198
13300 ; 173
13400 ; 190
13500 ; 190
13600 ; 188
13700 ; 171
13800 ; 199
13900 ; 196
14000 ; 183
14100 ; 161
14200 ; 182
14300 ; 180
14400 ; 182
14500 ; 183
14600 ; 166
14700 ; 185
14800 ; 185
14900 ; 198
15000 ; 175
15100 ; 173
15200 ; 186
15300 ; 186
15400 ; 198
15500 ; 181
15600 ; 190
15700 ; 187
15800 ; 176
15900 ; 187
16000 ; 207
16100 ; 181
16200 ; 183
16300 ; 194
16400 ; 177
16500 ; 183
16600 ; 199
16700 ; 171
16800 ; 209
16900 ; 189
17000 ; 189
17100 ; 188
17200 ; 181
17300 ; 181
17400 ; 181
17500 ; 189
17600 ; 178
17700 ; 186
17800 ; 171
17900 ; 188
18000 ; 184
18100 ; 199
18200 ; 194
18300 ; 179
18400 ; 192
18500 ; 183
18600 ; 200
18700 ; 183
18800 ; 187
18900 ; 196
19000 ; 203
19100 ; 190
19200 ; 203
19300 ; 177
19400 ; 172
19500 ; 194
19600 ; 176
19700 ; 168
19800 ; 187
19900 ; 189
20000 ; 201
20100 ; 174
20200 ; 199
20300 ; 187
20400 ; 198
20500 ; 199
20600 ; 204
20700 ; 199
20800 ; 201
20900 ; 194
21000 ; 189
21100 ; 205
21200 ; 184
21300 ; 186
21400 ; 189
21500 ; 188
21600 ; 204
21700 ; 184
21800 ; 194
21900 ; 183
22000 ; 199
22100 ; 197
22200 ; 184
22300 ; 200
22400 ; 195
22500 ; 185
22600 ; 187
22700 ; 168
22800 ; 176
22900 ; 182
23000 ; 189
23100 ; 186
23200 ; 190
23300 ; 197
23400 ; 185
23500 ; 190
23600 ; 173
23700 ; 198
23800 ; 184
23900 ; 194
24000 ; 189
24100 ; 176
24200 ; 175
24300 ; 182
24400 ; 190
24500 ; 182
24600 ; 185
24700 ; 181
24800 ; 193
24900 ; 197
25000 ; 172
25100 ; 203
25200 ; 186
25300 ; 191
25400 ; 181
25500 ; 193
25600 ; 182
25700 ; 195
25800 ; 195
25900 ; 185
26000 ; 185
26100 ; 190
26200 ; 185
26300 ; 189
26400 ; 187
26500 ; 182
26600 ; 197
26700 ; 180
26800 ; 197
26900 ; 181
27000 ; 193
27100 ; 190
27200 ; 183
27300 ; 168
27400 ; 187
27500 ; 184
27600 ; 191
27700 ; 193
27800 ; 188
27900 ; 172
28000 ; 184
28100 ; 190
28200 ; 178
28300 ; 205
28400 ; 187
28500 ; 185
28600 ; 194
28700 ; 195
28800 ; 186
28900 ; 192
29000 ; 191
29100 ; 184
29200 ; 179
29300 ; 181
29400 ; 198
29500 ; 175
29600 ; 179
29700 ; 191
29800 ; 202
29900 ; 191
30000 ; 185
30100 ; 181
30200 ; 187
30300 ; 192
30400 ; 189
30500 ; 201
30600 ; 186
30700 ; 202
30800 ; 191
30900 ; 186
31000 ; 200
31100 ; 191
31200 ; 193
31300 ; 190
31400 ; 170
31500 ; 172
31600 ; 209
31700 ; 186
31800 ; 178
31900 ; 192
32000 ; 189
32100 ; 186
32200 ; 196
32300 ; 183
32400 ; 190
32500 ; 201
32600 ; 182
32700 ; 189
32800 ; 182
32900 ; 179
33000 ; 189
33100 ; 177
33200 ; 196
33300 ; 210
33400 ; 180
33500 ; 197
33600 ; 213
33700 ; 192
33800 ; 202
33900 ; 179
34000 ; 189
34100 ; 191
34200 ; 185
34300 ; 184
34400 ; 186
34500 ; 182
34600 ; 187
34700 ; 186
34800 ; 200
34900 ; 198
35000 ; 194
35100 ; 198
35200 ; 197
35300 ; 179
35400 ; 188
35500 ; 173
35600 ; 192
35700 ; 210
35800 ; 202
35900 ; 196
36000 ; 186
36100 ; 186
36200 ; 190
36300 ; 187
36400 ; 188
36500 ; 196
36600 ; 176
36700 ; 174
36800 ; 182
36900 ; 190
37000 ; 186
37100 ; 192
37200 ; 191
37300 ; 181
37400 ; 193
37500 ; 186
37600 ; 198
37700 ; 190
37800 ; 204
37900 ; 194
38000 ; 204
38100 ; 197
38200 ; 177
38300 ; 185
38400 ; 176
38500 ; 185
38600 ; 191
38700 ; 199
38800 ; 198
38900 ; 192
39000 ; 180
39100 ; 184
39200 ; 178
39300 ; 198
39400 ; 173
39500 ; 191
39600 ; 188
39700 ; 185
39800 ; 183
39900 ; 199
40000 ; 172
40100 ; 179
40200 ; 186
40300 ; 184
40400 ; 182
40500 ; 194
40600 ; 178
40700 ; 174
40800 ; 192
40900 ; 171
41000 ; 168
41100 ; 192
41200 ; 189
41300 ; 189
41400 ; 183
41500 ; 180
41600 ; 185
41700 ; 182
41800 ; 194
41900 ; 179
42000 ; 204
42100 ; 185
42200 ; 193
42300 ; 213
42400 ; 189
42500 ; 180
42600 ; 188
42700 ; 196
42800 ; 188
42900 ; 183
43000 ; 200
43100 ; 188
43200 ; 180
43300 ; 188
43400 ; 195
43500 ; 205
43600 ; 181
43700 ; 185
43800 ; 191
43900 ; 192
44000 ; 188
44100 ; 184
44200 ; 196
44300 ; 181
44400 ; 182
44500 ; 193
44600 ; 187
44700 ; 180
44800 ; 176
44900 ; 175
45000 ; 181
45100 ; 188
45200 ; 197
45300 ; 191
45400 ; 174
45500 ; 188
45600 ; 188
45700 ; 203
45800 ; 191
45900 ; 196
46000 ; 180
46100 ; 184
46200 ; 183
46300 ; 180
46400 ; 185
46500 ; 194
46600 ; 183
46700 ; 185
46800 ; 185
46900 ; 214
47000 ; 202
47100 ; 198
47200 ; 189
47300 ; 172
47400 ; 200
47500 ; 182
47600 ; 182
47700 ; 179
47800 ; 192
47900 ; 189
48000 ; 186
48100 ; 188
48200 ; 180
48300 ; 178
48400 ; 194
48500 ; 177
48600 ; 174
48700 ; 185
48800 ; 192
48900 ; 208
49000 ; 201
49100 ; 183
49200 ; 190
49300 ; 189
49400 ; 194
49500 ; 207
49600 ; 187
49700 ; 182
49800 ; 183
49900 ; 202
50000 ; 188
50100 ; 174
50200 ; 193
50300 ; 188
50400 ; 180
50500 ; 191
50600 ; 194
50700 ; 178
50800 ; 187
50900 ; 177
51000 ; 168
51100 ; 185
51200 ; 177
51300 ; 189
51400 ; 195
51500 ; 203
51600 ; 217
51700 ; 187
51800 ; 193
51900 ; 192
52000 ; 180
52100 ; 201
52200 ; 180
52300 ; 187
52400 ; 192
52500 ; 193
52600 ; 197
52700 ; 198
52800 ; 189
52900 ; 201
53000 ; 199
53100 ; 178
53200 ; 180
53300 ; 178
53400 ; 193
53500 ; 180
53600 ; 177
53700 ; 183
53800 ; 189
53900 ; 187
54000 ; 187
54100 ; 194
54200 ; 181
54300 ; 192
54400 ; 187
54500 ; 202
54600 ; 179
54700 ; 193
54800 ; 184
54900 ; 176
55000 ; 182
55100 ; 196
55200 ; 189
55300 ; 193
55400 ; 186
55500 ; 184
55600 ; 194
55700 ; 172
55800 ; 190
55900 ; 178
56000 ; 186
56100 ; 191
56200 ; 192
56300 ; 193
56400 ; 198
56500 ; 199
56600 ; 170
56700 ; 175
56800 ; 175
56900 ; 190
57000 ; 200
57100 ; 170
57200 ; 189
57300 ; 198
57400 ; 185
57500 ; 178
57600 ; 193
57700 ; 191
57800 ; 179
57900 ; 193
58000 ; 187
58100 ; 194
58200 ; 193
58300 ; 188
58400 ; 197
58500 ; 167
58600 ; 177
58700 ; 194
58800 ; 192
58900 ; 172
59000 ; 190
59100 ; 183
59200 ; 192
59300 ; 199
59400 ; 187
59500 ; 181
59600 ; 171
59700 ; 187
59800 ; 175
59900 ; 175
60000 ; 187
60100 ; 177
60200 ; 182
60300 ; 170
60400 ; 200
60500 ; 188
60600 ; 202
60700 ; 179
60800 ; 207
60900 ; 189
61000 ; 200
61100 ; 193
61200 ; 197
61300 ; 201
61400 ; 191
61500 ; 179
61600 ; 196
61700 ; 198
61800 ; 183
61900 ; 183
62000 ; 185
62100 ; 171
62200 ; 180
62300 ; 182
62400 ; 193
62500 ; 186
62600 ; 182
62700 ; 199
62800 ; 179
62900 ; 183
63000 ; 193
63100 ; 179
63200 ; 178
63300 ; 201
63400 ; 197
63500 ; 199
63600 ; 199
63700 ; 198
63800 ; 204
63900 ; 201
64000 ; 198
64100 ; 188
64200 ; 182
64300 ; 182
64400 ; 191
64500 ; 179
64600 ; 190
64700 ; 185
64800 ; 183
64900 ; 186
65000 ; 170
65100 ; 182
65200 ; 195
65300 ; 178
65400 ; 182
65500 ; 189
65600 ; 198
65700 ; 187
65800 ; 192
65900 ; 203
66000 ; 195
66100 ; 175
66200 ; 193
66300 ; 161
66400 ; 197
66500 ; 169
66600 ; 181
66700 ; 178
66800 ; 186
66900 ; 187
67000 ; 179
67100 ; 187
67200 ; 181
67300 ; 179
67400 ; 184
67500 ; 191
67600 ; 186
67700 ; 178
67800 ; 178
67900 ; 177
68000 ; 190
68100 ; 183
68200 ; 190
68300 ; 186
68400 ; 182
68500 ; 179
68600 ; 190
68700 ; 179
68800 ; 189
68900 ; 183
69000 ; 168
69100 ; 205
69200 ; 172
69300 ; 187
69400 ; 190
69500 ; 191
69600 ; 185
69700 ; 197
69800 ; 170
69900 ; 183
70000 ; 169
70100 ; 196
70200 ; 192
70300 ; 194
70400 ; 196
70500 ; 194
70600 ; 188
70700 ; 210
70800 ; 183
70900 ; 179
71000 ; 176
71100 ; 189
71200 ; 204
71300 ; 187
71400 ; 180
71500 ; 181
71600 ; 179
71700 ; 205
71800 ; 176
71900 ; 189
72000 ; 167
72100 ; 184
72200 ; 196
72300 ; 196
72400 ; 189
72500 ; 185
72600 ; 174
72700 ; 188
72800 ; 183
72900 ; 159
73000 ; 195
73100 ; 166
73200 ; 180
73300 ; 193
73400 ; 176
73500 ; 185
73600 ; 180
73700 ; 178
73800 ; 170
73900 ; 203
74000 ; 186
74100 ; 190
74200 ; 172
74300 ; 206
74400 ; 189
74500 ; 175
74600 ; 168
74700 ; 184
74800 ; 201
74900 ; 210
75000 ; 178
75100 ; 186
75200 ; 190
75300 ; 196
75400 ; 171
75500 ; 190
75600 ; 195
75700 ; 192
75800 ; 183
75900 ; 167
76000 ; 198
76100 ; 199
76200 ; 186
76300 ; 189
76400 ; 177
76500 ; 178
76600 ; 198
76700 ; 189
76800 ; 192
76900 ; 201
77000 ; 180
77100 ; 173
77200 ; 186
77300 ; 193
77400 ; 197
77500 ; 184
77600 ; 197
77700 ; 185
77800 ; 184
77900 ; 185
78000 ; 210
78100 ; 187
78200 ; 174
78300 ; 188
78400 ; 178
78500 ; 179
78600 ; 200
78700 ; 181
78800 ; 184
78900 ; 171
79000 ; 181
79100 ; 175
79200 ; 185
79300 ; 183
79400 ; 189
79500 ; 190
79600 ; 181
79700 ; 200
79800 ; 181
79900 ; 179
80000 ; 194
80100 ; 182
80200 ; 199
80300 ; 163
80400 ; 184
80500 ; 203
80600 ; 194
80700 ; 184
80800 ; 195
80900 ; 187
81000 ; 195
81100 ; 177
81200 ; 196
81300 ; 183
81400 ; 188
81500 ; 170
81600 ; 197
81700 ; 173
81800 ; 185
81900 ; 196
82000 ; 196
82100 ; 196
82200 ; 184
82300 ; 204
82400 ; 181
82500 ; 190
82600 ; 187
82700 ; 171
82800 ; 191
82900 ; 181
83000 ; 193
83100 ; 184
83200 ; 195
83300 ; 175
83400 ; 184
83500 ; 198
83600 ; 185
83700 ; 190
83800 ; 159
83900 ; 186
84000 ; 181
84100 ; 192
84200 ; 174
84300 ; 178
84400 ; 191
84500 ; 184
84600 ; 171
84700 ; 198
84800 ; 179
84900 ; 181
85000 ; 178
85100 ; 185
85200 ; 187
85300 ; 199
85400 ; 192
85500 ; 205
85600 ; 173
85700 ; 170
85800 ; 187
85900 ; 178
86000 ; 196
86100 ; 196
86200 ; 189
86300 ; 192
86400 ; 176
86500 ; 177
86600 ; 171
86700 ; 193
86800 ; 180
86900 ; 185
87000 ; 188
87100 ; 180
87200 ; 193
87300 ; 180
87400 ; 187
87500 ; 184
87600 ; 184
87700 ; 189
87800 ; 188
87900 ; 204
88000 ; 192
88100 ; 173
88200 ; 190
88300 ; 193
88400 ; 176
88500 ; 185
88600 ; 178
88700 ; 196
88800 ; 213
88900 ; 197
89000 ; 186
89100 ; 193
89200 ; 185
89300 ; 179
89400 ; 184
89500 ; 182
89600 ; 194
89700 ; 198
89800 ; 197
89900 ; 175
90000 ; 192
90100 ; 190
90200 ; 179
90300 ; 198
90400 ; 176
90500 ; 185
90600 ; 181
90700 ; 203
90800 ; 174
90900 ; 197
91000 ; 185
91100 ; 182
91200 ; 183
91300 ; 182
91400 ; 194
91500 ; 173
91600 ; 184
91700 ; 179
91800 ; 178
91900 ; 180
92000 ; 186
92100 ; 199
92200 ; 172
92300 ; 185
92400 ; 191
92500 ; 185
92600 ; 185
92700 ; 202
92800 ; 180
92900 ; 188
93000 ; 179
93100 ; 173
93200 ; 205
93300 ; 201
93400 ; 183
93500 ; 197
93600 ; 179
93700 ; 195
93800 ; 181
93900 ; 179
94000 ; 183
94100 ; 190
94200 ; 182
94300 ; 190
94400 ; 187
94500 ; 190
94600 ; 186
94700 ; 179
94800 ; 179
94900 ; 184
95000 ; 200
95100 ; 195
95200 ; 184
95300 ; 193
95400 ; 191
95500 ; 203
95600 ; 188
95700 ; 160
95800 ; 197
95900 ; 201
96000 ; 196
96100 ; 191
96200 ; 211
96300 ; 189
96400 ; 194
96500 ; 190
96600 ; 190
96700 ; 190
96800 ; 181
96900 ; 188
97000 ; 179
97100 ; 189
97200 ; 174
97300 ; 196
97400 ; 183
97500 ; 187
97600 ; 193
97700 ; 190
97800 ; 202
97900 ; 190
98000 ; 192
98100 ; 186
98200 ; 199
98300 ; 189
98400 ; 199
98500 ; 173
98600 ; 189
98700 ; 188
98800 ; 188
98900 ; 171
99000 ; 190
99100 ; 182
99200 ; 191
99300 ; 179
99400 ; 192
99500 ; 195
99600 ; 178
99700 ; 186
99800 ; 181
99900 ; 200
100000 ; 184
100100 ; 188
100200 ; 176
100300 ; 188
100400 ; 206
100500 ; 178
100600 ; 191
100700 ; 193
100800 ; 205
100900 ; 178
101000 ; 199
101100 ; 200
101200 ; 181
101300 ; 191
101400 ; 196
101500 ; 169
101600 ; 184
101700 ; 175
101800 ; 194
101900 ; 185
102000 ; 181
102100 ; 194
102200 ; 183
102300 ; 194
102400 ; 191
102500 ; 182
102600 ; 194
102700 ; 183
102800 ; 185
102900 ; 194
103000 ; 180
103100 ; 177
103200 ; 195
103300 ; 183
103400 ; 202
103500 ; 180
103600 ; 194
103700 ; 175
103800 ; 180
103900 ; 182
104000 ; 187
104100 ; 182
104200 ; 181
104300 ; 198
104400 ; 162
104500 ; 187
104600 ; 207
104700 ; 198
104800 ; 188
104900 ; 188
105000 ; 189
105100 ; 185
105200 ; 183
105300 ; 165
105400 ; 170
105500 ; 192
105600 ; 208
105700 ; 188
105800 ; 199
105900 ; 189
106000 ; 188
106100 ; 180
106200 ; 188
106300 ; 182
106400 ; 182
106500 ; 184
106600 ; 194
106700 ; 199
106800 ; 195
106900 ; 195
107000 ; 182
107100 ; 192
107200 ; 182
107300 ; 185
107400 ; 182
107500 ; 184
107600 ; 195
107700 ; 198
107800 ; 199
107900 ; 184
108000 ; 185
108100 ; 194
108200 ; 205
108300 ; 196
108400 ; 207
108500 ; 187
108600 ; 191
108700 ; 185
108800 ; 165
108900 ; 184
109000 ; 174
109100 ; 189
109200 ; 203
109300 ; 186
109400 ; 187
109500 ; 181
109600 ; 200
109700 ; 171
109800 ; 173
109900 ; 200
110000 ; 197
110100 ; 185
110200 ; 189
110300 ; 183
110400 ; 197
110500 ; 207
110600 ; 190
110700 ; 176
110800 ; 199
110900 ; 199
111000 ; 186
111100 ; 184
111200 ; 196
111300 ; 186
111400 ; 186
111500 ; 174
111600 ; 197
111700 ; 185
111800 ; 184
111900 ; 185
112000 ; 194
112100 ; 186
112200 ; 175
112300 ; 209
112400 ; 189
112500 ; 177
112600 ; 181
112700 ; 211
112800 ; 201
112900 ; 186
113000 ; 167
113100 ; 203
113200 ; 194
113300 ; 213
113400 ; 173
113500 ; 192
113600 ; 173
113700 ; 186
113800 ; 176
113900 ; 187
114000 ; 191
114100 ; 189
114200 ; 175
114300 ; 205
114400 ; 187
114500 ; 182
114600 ; 198
114700 ; 190
114800 ; 187
114900 ; 188
115000 ; 180
115100 ; 188
115200 ; 185
115300 ; 187
115400 ; 181
115500 ; 188
115600 ; 201
115700 ; 188
115800 ; 203
115900 ; 179
116000 ; 206
116100 ; 187
116200 ; 190
116300 ; 183
116400 ; 181
116500 ; 194
116600 ; 183
116700 ; 188
116800 ; 183
116900 ; 203
117000 ; 192
117100 ; 204
117200 ; 173
117300 ; 191
117400 ; 199
117500 ; 177
117600 ; 193
