Step;N 
100 ; 459
200 ; 441
300 ; 469
400 ; 453
500 ; 436
600 ; 448
700 ; 460
800 ; 447
900 ; 458
1000 ; 436
1100 ; 458
1200 ; 455
1300 ; 453
1400 ; 438
1500 ; 452
1600 ; 456
1700 ; 449
1800 ; 465
1900 ; 448
2000 ; 463
2100 ; 457
2200 ; 459
2300 ; 447
2400 ; 433
2500 ; 442
2600 ; 454
2700 ; 454
2800 ; 454
2900 ; 442
3000 ; 450
3100 ; 454
3200 ; 438
3300 ; 455
3400 ; 453
3500 ; 435
3600 ; 442
3700 ; 453
3800 ; 453
3900 ; 450
4000 ; 466
4100 ; 455
4200 ; 451
4300 ; 454
4400 ; 440
4500 ; 439
4600 ; 453
4700 ; 448
4800 ; 447
4900 ; 458
5000 ; 447
5100 ; 447
5200 ; 452
5300 ; 449
5400 ; 449
5500 ; 460
5600 ; 454
5700 ; 452
5800 ; 471
5900 ; 434
6000 ; 433
6100 ; 441
6200 ; 469
6300 ; 454
6400 ; 470
6500 ; 437
6600 ; 454
6700 ; 453
6800 ; 457
6900 ; 457
7000 ; 468
7100 ; 451
7200 ; 449
7300 ; 454
7400 ; 450
7500 ; 469
7600 ; 451
7700 ; 461
7800 ; 459
7900 ; 454
8000 ; 447
8100 ; 445
8200 ; 455
8300 ; 438
8400 ; 456
8500 ; 444
8600 ; 458
8700 ; 447
8800 ; 449
8900 ; 445
9000 ; 450
9100 ; 441
9200 ; 443
9300 ; 454
9400 ; 459
9500 ; 455
9600 ; 456
9700 ; 458
9800 ; 463
9900 ; 454
10000 ; 449
10100 ; 449
10200 ; 462
10300 ; 450
10400 ; 451
10500 ; 458
10600 ; 444
10700 ; 454
10800 ; 450
10900 ; 444
11000 ; 459
11100 ; 441
11200 ; 460
11300 ; 450
11400 ; 447
11500 ; 447
11600 ; 455
11700 ; 465
11800 ; 469
11900 ; 443
12000 ; 437
12100 ; 450
12200 ; 452
12300 ; 462
12400 ; 448
12500 ; 447
12600 ; 452
12700 ; 476
12800 ; 446
12900 ; 470
13000 ; 453
13100 ; 452
13200 ; 458
13300 ; 443
13400 ; 458
13500 ; 433
13600 ; 449
13700 ; 439
13800 ; 465
13900 ; 464
14000 ; 453
14100 ; 439
14200 ; 454
14300 ; 465
14400 ; 447
14500 ; 447
14600 ; 456
14700 ; 434
14800 ; 434
14900 ; 450
15000 ; 453
15100 ; 455
15200 ; 466
15300 ; 454
15400 ; 446
15500 ; 445
15600 ; 463
15700 ; 457
15800 ; 473
15900 ; 456
16000 ; 460
16100 ; 446
16200 ; 449
16300 ; 448
16400 ; 447
16500 ; 450
16600 ; 452
16700 ; 476
16800 ; 450
16900 ; 454
17000 ; 449
17100 ; 458
17200 ; 442
17300 ; 452
17400 ; 445
17500 ; 434
17600 ; 435
17700 ; 447
17800 ; 455
17900 ; 442
18000 ; 464
18100 ; 452
18200 ; 449
18300 ; 453
18400 ; 477
18500 ; 460
18600 ; 462
18700 ; 456
18800 ; 457
18900 ; 443
19000 ; 449
19100 ; 445
19200 ; 454
19300 ; 461
19400 ; 452
19500 ; 447
19600 ; 453
19700 ; 463
19800 ; 452
19900 ; 456
20000 ; 449
20100 ; 453
20200 ; 463
20300 ; 456
20400 ; 456
20500 ; 462
20600 ; 455
20700 ; 439
20800 ; 458
20900 ; 458
21000 ; 452
21100 ; 454
21200 ; 449
21300 ; 445
21400 ; 439
21500 ; 445
21600 ; 439
21700 ; 454
21800 ; 462
21900 ; 463
22000 ; 462
22100 ; 448
22200 ; 455
22300 ; 460
22400 ; 460
22500 ; 462
22600 ; 450
22700 ; 440
22800 ; 450
22900 ; 449
23000 ; 452
23100 ; 465
23200 ; 443
23300 ; 459
23400 ; 452
23500 ; 437
23600 ; 440
23700 ; 450
23800 ; 450
23900 ; 457
24000 ; 456
24100 ; 454
24200 ; 456
24300 ; 453
24400 ; 462
24500 ; 435
24600 ; 456
24700 ; 462
24800 ; 462
24900 ; 459
25000 ; 453
25100 ; 451
25200 ; 455
25300 ; 451
25400 ; 447
25500 ; 461
25600 ; 465
25700 ; 445
25800 ; 449
25900 ; 452
26000 ; 450
26100 ; 462
26200 ; 445
26300 ; 458
26400 ; 446
26500 ; 446
26600 ; 464
26700 ; 432
26800 ; 444
26900 ; 449
27000 ; 432
27100 ; 458
27200 ; 448
27300 ; 449
27400 ; 441
27500 ; 442
27600 ; 462
27700 ; 445
27800 ; 457
27900 ; 450
28000 ; 449
28100 ; 453
28200 ; 461
28300 ; 440
28400 ; 444
28500 ; 452
28600 ; 453
28700 ; 449
28800 ; 454
28900 ; 449
29000 ; 445
29100 ; 454
29200 ; 455
29300 ; 469
29400 ; 446
29500 ; 445
29600 ; 458
29700 ; 456
29800 ; 455
29900 ; 446
30000 ; 468
30100 ; 458
30200 ; 451
30300 ; 463
30400 ; 440
30500 ; 444
30600 ; 449
30700 ; 450
30800 ; 452
30900 ; 463
31000 ; 449
31100 ; 458
31200 ; 448
31300 ; 446
31400 ; 448
31500 ; 447
31600 ; 455
31700 ; 453
31800 ; 459
31900 ; 453
32000 ; 461
32100 ; 455
32200 ; 445
32300 ; 462
32400 ; 448
32500 ; 455
32600 ; 445
32700 ; 450
32800 ; 460
32900 ; 461
33000 ; 448
33100 ; 453
33200 ; 446
33300 ; 462
33400 ; 454
33500 ; 452
33600 ; 447
33700 ; 448
33800 ; 452
33900 ; 438
34000 ; 459
34100 ; 457
34200 ; 464
34300 ; 450
34400 ; 456
34500 ; 459
34600 ; 466
34700 ; 452
34800 ; 456
34900 ; 453
35000 ; 449
35100 ; 449
35200 ; 453
35300 ; 456
35400 ; 449
35500 ; 463
35600 ; 442
35700 ; 454
35800 ; 448
35900 ; 456
36000 ; 455
36100 ; 458
36200 ; 451
36300 ; 453
36400 ; 443
36500 ; 438
36600 ; 445
36700 ; 435
36800 ; 455
36900 ; 449
37000 ; 459
37100 ; 455
37200 ; 467
37300 ; 449
37400 ; 456
37500 ; 464
37600 ; 447
37700 ; 439
37800 ; 453
37900 ; 453
38000 ; 458
38100 ; 446
38200 ; 437
38300 ; 453
38400 ; 447
38500 ; 444
38600 ; 459
38700 ; 453
38800 ; 451
38900 ; 439
39000 ; 453
39100 ; 460
39200 ; 455
39300 ; 449
39400 ; 453
39500 ; 448
39600 ; 450
39700 ; 450
39800 ; 448
39900 ; 468
40000 ; 449
40100 ; 461
40200 ; 446
40300 ; 460
40400 ; 450
40500 ; 446
40600 ; 452
40700 ; 467
40800 ; 460
40900 ; 455
41000 ; 457
41100 ; 465
41200 ; 446
41300 ; 444
41400 ; 454
41500 ; 445
41600 ; 445
41700 ; 467
41800 ; 448
41900 ; 455
42000 ; 466
42100 ; 463
42200 ; 447
42300 ; 445
42400 ; 465
42500 ; 467
42600 ; 435
42700 ; 444
42800 ; 444
42900 ; 448
43000 ; 443
43100 ; 443
43200 ; 458
43300 ; 452
43400 ; 463
43500 ; 452
43600 ; 454
43700 ; 455
43800 ; 457
43900 ; 457
44000 ; 444
44100 ; 453
44200 ; 448
44300 ; 443
44400 ; 441
44500 ; 452
44600 ; 447
44700 ; 450
44800 ; 456
44900 ; 455
45000 ; 460
45100 ; 458
45200 ; 453
45300 ; 459
45400 ; 451
45500 ; 456
45600 ; 457
45700 ; 450
45800 ; 444
45900 ; 446
46000 ; 461
46100 ; 446
46200 ; 438
46300 ; 465
46400 ; 429
46500 ; 451
46600 ; 448
46700 ; 458
46800 ; 449
46900 ; 441
47000 ; 447
47100 ; 455
47200 ; 449
47300 ; 456
47400 ; 462
47500 ; 450
47600 ; 451
47700 ; 459
47800 ; 472
47900 ; 458
48000 ; 449
48100 ; 454
48200 ; 450
48300 ; 445
48400 ; 456
48500 ; 456
48600 ; 454
48700 ; 457
48800 ; 453
48900 ; 467
49000 ; 460
49100 ; 443
49200 ; 444
49300 ; 454
49400 ; 456
49500 ; 459
49600 ; 460
49700 ; 463
49800 ; 451
49900 ; 450
50000 ; 467
50100 ; 445
50200 ; 451
50300 ; 457
50400 ; 445
50500 ; 457
50600 ; 453
50700 ; 459
50800 ; 451
50900 ; 464
51000 ; 442
51100 ; 451
51200 ; 453
51300 ; 469
51400 ; 448
51500 ; 435
51600 ; 448
51700 ; 454
51800 ; 456
51900 ; 446
52000 ; 441
52100 ; 444
52200 ; 437
52300 ; 461
52400 ; 454
52500 ; 453
52600 ; 456
52700 ; 449
52800 ; 438
52900 ; 461
53000 ; 469
53100 ; 467
53200 ; 440
53300 ; 458
53400 ; 449
53500 ; 444
53600 ; 447
53700 ; 447
53800 ; 447
53900 ; 437
54000 ; 458
54100 ; 446
54200 ; 465
54300 ; 456
54400 ; 457
54500 ; 437
54600 ; 449
54700 ; 453
54800 ; 454
54900 ; 446
55000 ; 446
55100 ; 445
55200 ; 454
55300 ; 446
55400 ; 442
55500 ; 456
55600 ; 466
55700 ; 458
55800 ; 439
55900 ; 457
56000 ; 463
56100 ; 462
56200 ; 438
56300 ; 455
56400 ; 453
56500 ; 456
56600 ; 462
56700 ; 439
56800 ; 459
56900 ; 456
57000 ; 449
57100 ; 446
57200 ; 437
57300 ; 451
57400 ; 446
57500 ; 457
57600 ; 463
57700 ; 464
57800 ; 458
57900 ; 447
58000 ; 453
58100 ; 454
58200 ; 450
58300 ; 448
58400 ; 458
58500 ; 444
58600 ; 448
58700 ; 449
58800 ; 462
58900 ; 447
59000 ; 460
59100 ; 445
59200 ; 445
59300 ; 463
59400 ; 459
59500 ; 434
59600 ; 450
59700 ; 459
59800 ; 445
59900 ; 457
60000 ; 452
60100 ; 453
60200 ; 454
60300 ; 448
60400 ; 456
60500 ; 463
60600 ; 436
60700 ; 470
60800 ; 454
60900 ; 443
61000 ; 449
61100 ; 457
61200 ; 454
61300 ; 462
61400 ; 459
61500 ; 461
61600 ; 465
61700 ; 465
61800 ; 448
61900 ; 454
62000 ; 462
62100 ; 455
62200 ; 437
62300 ; 460
62400 ; 438
62500 ; 450
62600 ; 437
62700 ; 458
62800 ; 461
62900 ; 464
63000 ; 464
63100 ; 440
63200 ; 452
63300 ; 448
63400 ; 456
63500 ; 463
63600 ; 441
63700 ; 432
63800 ; 457
63900 ; 450
64000 ; 456
64100 ; 461
64200 ; 452
64300 ; 449
64400 ; 448
64500 ; 445
64600 ; 466
64700 ; 457
64800 ; 464
64900 ; 427
65000 ; 435
65100 ; 473
65200 ; 450
65300 ; 446
65400 ; 445
65500 ; 439
65600 ; 449
65700 ; 453
65800 ; 445
65900 ; 449
66000 ; 439
66100 ; 440
66200 ; 440
66300 ; 450
66400 ; 445
66500 ; 466
66600 ; 453
66700 ; 446
66800 ; 457
66900 ; 454
67000 ; 449
67100 ; 449
67200 ; 435
67300 ; 442
67400 ; 461
67500 ; 456
67600 ; 444
67700 ; 448
67800 ; 458
67900 ; 456
68000 ; 453
68100 ; 450
68200 ; 444
68300 ; 456
68400 ; 439
68500 ; 451
68600 ; 457
68700 ; 448
68800 ; 451
68900 ; 446
69000 ; 462
69100 ; 450
69200 ; 467
69300 ; 448
69400 ; 449
69500 ; 463
69600 ; 453
69700 ; 460
69800 ; 458
69900 ; 442
70000 ; 463
70100 ; 446
70200 ; 456
70300 ; 460
70400 ; 453
70500 ; 457
70600 ; 450
70700 ; 431
70800 ; 463
70900 ; 446
71000 ; 447
71100 ; 438
71200 ; 459
71300 ; 434
71400 ; 462
71500 ; 453
71600 ; 447
71700 ; 455
71800 ; 463
71900 ; 450
72000 ; 442
72100 ; 442
72200 ; 447
72300 ; 424
72400 ; 449
72500 ; 444
72600 ; 452
72700 ; 455
72800 ; 459
72900 ; 449
73000 ; 450
73100 ; 454
73200 ; 446
73300 ; 454
73400 ; 452
73500 ; 451
73600 ; 462
73700 ; 443
73800 ; 462
73900 ; 448
74000 ; 465
74100 ; 459
74200 ; 457
74300 ; 466
74400 ; 442
74500 ; 452
74600 ; 468
74700 ; 449
74800 ; 454
74900 ; 459
75000 ; 448
75100 ; 457
75200 ; 450
75300 ; 456
75400 ; 456
75500 ; 436
75600 ; 456
75700 ; 453
75800 ; 453
75900 ; 453
76000 ; 435
76100 ; 454
76200 ; 463
76300 ; 442
76400 ; 467
76500 ; 451
76600 ; 433
76700 ; 465
76800 ; 463
76900 ; 461
77000 ; 446
77100 ; 452
77200 ; 450
77300 ; 455
77400 ; 453
77500 ; 459
77600 ; 440
77700 ; 449
77800 ; 446
77900 ; 449
78000 ; 461
78100 ; 448
78200 ; 458
78300 ; 454
78400 ; 439
78500 ; 450
78600 ; 463
78700 ; 441
78800 ; 451
78900 ; 450
79000 ; 459
79100 ; 444
79200 ; 463
79300 ; 464
79400 ; 460
79500 ; 454
79600 ; 445
79700 ; 457
79800 ; 444
79900 ; 454
80000 ; 461
80100 ; 459
80200 ; 450
80300 ; 456
80400 ; 457
80500 ; 478
80600 ; 463
80700 ; 455
80800 ; 456
80900 ; 452
81000 ; 463
81100 ; 456
81200 ; 463
81300 ; 430
81400 ; 447
81500 ; 460
81600 ; 447
81700 ; 457
81800 ; 456
81900 ; 454
82000 ; 441
82100 ; 458
82200 ; 447
82300 ; 456
82400 ; 462
82500 ; 452
82600 ; 455
82700 ; 456
82800 ; 457
82900 ; 450
83000 ; 436
83100 ; 442
83200 ; 458
83300 ; 451
83400 ; 461
83500 ; 449
83600 ; 455
83700 ; 461
83800 ; 454
83900 ; 457
84000 ; 472
84100 ; 446
84200 ; 453
84300 ; 444
84400 ; 451
