Step;N 
100 ; 636
200 ; 639
300 ; 643
400 ; 650
500 ; 652
600 ; 656
700 ; 662
800 ; 665
900 ; 670
1000 ; 672
1100 ; 674
1200 ; 676
1300 ; 680
1400 ; 681
1500 ; 686
1600 ; 687
1700 ; 687
1800 ; 688
1900 ; 688
2000 ; 689
2100 ; 689
2200 ; 689
2300 ; 691
2400 ; 693
2500 ; 695
2600 ; 695
2700 ; 695
2800 ; 696
2900 ; 697
3000 ; 697
3100 ; 697
3200 ; 697
3300 ; 698
3400 ; 698
3500 ; 698
3600 ; 699
3700 ; 700
3800 ; 700
3900 ; 701
4000 ; 701
4100 ; 702
4200 ; 703
4300 ; 704
4400 ; 704
4500 ; 705
4600 ; 705
4700 ; 708
4800 ; 709
4900 ; 709
5000 ; 709
