Step;N 
100 ; 57
200 ; 67
300 ; 68
400 ; 49
500 ; 62
600 ; 48
700 ; 59
800 ; 60
900 ; 52
1000 ; 45
1100 ; 60
1200 ; 58
1300 ; 52
1400 ; 62
1500 ; 62
1600 ; 52
1700 ; 54
1800 ; 55
1900 ; 70
2000 ; 63
2100 ; 61
2200 ; 55
2300 ; 61
2400 ; 57
2500 ; 60
2600 ; 45
2700 ; 57
2800 ; 48
2900 ; 47
3000 ; 58
3100 ; 47
3200 ; 68
3300 ; 59
3400 ; 57
3500 ; 65
3600 ; 59
3700 ; 53
3800 ; 62
3900 ; 61
4000 ; 66
4100 ; 61
4200 ; 52
4300 ; 53
4400 ; 50
4500 ; 71
4600 ; 60
4700 ; 66
4800 ; 61
4900 ; 52
5000 ; 65
5100 ; 61
5200 ; 58
5300 ; 63
5400 ; 63
5500 ; 56
5600 ; 66
5700 ; 52
5800 ; 44
5900 ; 59
6000 ; 51
6100 ; 70
6200 ; 69
6300 ; 65
6400 ; 56
6500 ; 73
6600 ; 55
6700 ; 57
6800 ; 61
6900 ; 51
7000 ; 62
7100 ; 49
7200 ; 66
7300 ; 54
7400 ; 69
7500 ; 56
7600 ; 55
7700 ; 45
7800 ; 62
7900 ; 66
8000 ; 68
8100 ; 66
8200 ; 72
8300 ; 70
8400 ; 52
8500 ; 59
8600 ; 54
8700 ; 58
8800 ; 66
8900 ; 59
9000 ; 57
9100 ; 61
9200 ; 59
9300 ; 48
9400 ; 62
9500 ; 66
9600 ; 78
9700 ; 64
9800 ; 67
9900 ; 52
10000 ; 55
10100 ; 54
10200 ; 62
10300 ; 53
10400 ; 65
10500 ; 72
10600 ; 81
10700 ; 63
10800 ; 69
10900 ; 60
11000 ; 73
11100 ; 61
11200 ; 43
11300 ; 55
11400 ; 56
11500 ; 65
11600 ; 52
11700 ; 60
11800 ; 57
11900 ; 60
12000 ; 60
12100 ; 63
12200 ; 57
12300 ; 55
12400 ; 48
12500 ; 50
12600 ; 62
12700 ; 64
12800 ; 64
12900 ; 62
13000 ; 65
13100 ; 63
13200 ; 52
13300 ; 59
