-2.000000 0.740124 
-1.996094 0.716231 
-1.992188 0.720213 
-1.988281 0.748089 
-1.984375 0.717369 
-1.980469 0.756053 
-1.976562 0.771413 
-1.972656 0.724196 
-1.968750 0.804409 
-1.964844 0.771982 
-1.960938 0.716800 
-1.957031 0.794169 
-1.953125 0.722489 
-1.949219 0.771982 
-1.945312 0.725902 
-1.941406 0.768000 
-1.937500 0.714524 
-1.933594 0.766293 
-1.929688 0.716800 
-1.925781 0.762311 
-1.921875 0.777102 
-1.917969 0.782791 
-1.914062 0.714524 
-1.910156 0.767431 
-1.906250 0.752071 
-1.902344 0.731022 
-1.898438 0.738987 
-1.894531 0.764018 
-1.890625 0.772551 
-1.886719 0.745813 
-1.882812 0.741262 
-1.878906 0.760604 
-1.875000 0.774827 
-1.871094 0.756622 
-1.867188 0.767431 
-1.863281 0.741831 
-1.859375 0.740693 
-1.855469 0.804978 
-1.851562 0.782222 
-1.847656 0.785636 
-1.843750 0.776533 
-1.839844 0.790187 
-1.835938 0.781653 
-1.832031 0.801564 
-1.828125 0.787342 
-1.824219 0.769138 
-1.820312 0.831716 
-1.816406 0.810667 
-1.812500 0.781653 
-1.808594 0.808960 
-1.804688 0.787342 
-1.800781 0.789049 
-1.796875 0.810667 
-1.792969 0.779378 
-1.789062 0.841387 
-1.785156 0.839680 
-1.781250 0.793600 
-1.777344 0.810098 
-1.773438 0.812373 
-1.769531 0.845369 
-1.765625 0.808391 
-1.761719 0.843662 
-1.757812 0.799289 
-1.753906 0.851627 
-1.750000 0.844800 
-1.746094 0.852196 
-1.742188 0.834560 
-1.738281 0.830009 
-1.734375 0.849920 
-1.730469 0.875520 
-1.726562 0.876089 
-1.722656 0.872107 
-1.718750 0.862436 
-1.714844 0.876089 
-1.710938 0.883484 
-1.707031 0.826027 
-1.703125 0.833991 
-1.699219 0.897138 
-1.695312 0.910791 
-1.691406 0.897138 
-1.687500 0.931840 
-1.683594 0.867556 
-1.679688 0.881778 
-1.675781 0.932978 
-1.671875 0.926151 
-1.667969 0.894293 
-1.664062 0.893156 
-1.660156 0.908516 
-1.656250 0.917049 
-1.652344 0.921600 
-1.648438 0.922738 
-1.644531 0.900551 
-1.640625 0.946062 
-1.636719 0.953458 
-1.632812 0.901120 
-1.628906 0.958578 
-1.625000 0.940942 
-1.621094 0.927858 
-1.617188 0.936391 
-1.613281 0.963698 
-1.609375 0.927289 
-1.605469 0.939236 
-1.601562 0.950613 
-1.597656 0.942649 
-1.593750 0.890311 
-1.589844 0.935822 
-1.585938 0.954596 
-1.582031 0.926720 
-1.578125 0.923876 
-1.574219 0.940373 
-1.570312 0.942649 
-1.566406 0.968249 
-1.562500 0.946062 
-1.558594 0.949476 
-1.554688 0.956871 
-1.550781 0.975644 
-1.546875 0.944356 
-1.542969 0.938667 
-1.539062 0.972231 
-1.535156 0.977920 
-1.531250 0.975076 
-1.527344 0.926151 
-1.523438 0.893724 
-1.519531 1.004658 
-1.515625 0.935822 
-1.511719 0.942649 
-1.507812 0.942649 
-1.503906 0.985884 
-1.500000 0.993280 
-1.496094 0.913636 
-1.492188 0.991004 
-1.488281 0.963698 
-1.484375 0.944924 
-1.480469 0.980196 
-1.476562 0.966542 
-1.472656 0.912498 
-1.468750 0.950613 
-1.464844 0.946062 
-1.460938 0.974507 
-1.457031 0.917618 
-1.453125 0.943218 
-1.449219 0.961422 
-1.445312 0.967680 
-1.441406 0.968249 
-1.437500 0.940942 
-1.433594 0.980196 
-1.429688 0.959147 
-1.425781 0.949476 
-1.421875 0.923876 
-1.417969 0.932409 
-1.414062 0.915342 
-1.410156 0.968818 
-1.406250 0.931840 
-1.402344 0.951751 
-1.398438 0.948907 
-1.394531 0.927858 
-1.390625 0.919324 
-1.386719 0.959716 
-1.382812 0.925013 
-1.378906 0.920462 
-1.375000 0.893724 
-1.371094 0.901689 
