Step;N 
100 ; 434
200 ; 442
300 ; 440
400 ; 446
500 ; 440
600 ; 431
700 ; 440
800 ; 442
900 ; 440
1000 ; 436
1100 ; 439
1200 ; 434
1300 ; 429
1400 ; 443
1500 ; 447
1600 ; 426
1700 ; 441
1800 ; 437
1900 ; 448
2000 ; 418
2100 ; 432
2200 ; 434
2300 ; 445
2400 ; 431
2500 ; 432
2600 ; 432
2700 ; 424
2800 ; 441
2900 ; 445
3000 ; 444
3100 ; 442
3200 ; 441
3300 ; 414
3400 ; 441
3500 ; 438
3600 ; 431
3700 ; 430
3800 ; 430
3900 ; 435
4000 ; 439
4100 ; 435
4200 ; 445
4300 ; 438
4400 ; 437
4500 ; 424
4600 ; 435
4700 ; 438
4800 ; 441
4900 ; 436
5000 ; 434
5100 ; 423
5200 ; 441
5300 ; 441
5400 ; 436
5500 ; 426
5600 ; 434
5700 ; 438
5800 ; 439
5900 ; 446
6000 ; 438
6100 ; 427
6200 ; 438
6300 ; 440
6400 ; 441
6500 ; 444
6600 ; 431
6700 ; 434
6800 ; 432
6900 ; 434
7000 ; 419
7100 ; 423
7200 ; 427
7300 ; 439
7400 ; 420
7500 ; 428
7600 ; 454
7700 ; 431
7800 ; 423
7900 ; 439
8000 ; 433
8100 ; 444
8200 ; 452
8300 ; 446
8400 ; 433
8500 ; 435
8600 ; 452
8700 ; 447
8800 ; 437
8900 ; 434
9000 ; 425
9100 ; 449
9200 ; 417
9300 ; 411
9400 ; 435
9500 ; 433
9600 ; 420
9700 ; 441
9800 ; 447
9900 ; 429
10000 ; 430
10100 ; 433
10200 ; 438
10300 ; 427
10400 ; 441
10500 ; 427
10600 ; 433
10700 ; 420
10800 ; 448
10900 ; 442
11000 ; 441
11100 ; 440
11200 ; 439
11300 ; 445
11400 ; 440
11500 ; 458
11600 ; 429
11700 ; 434
11800 ; 436
11900 ; 437
12000 ; 444
12100 ; 434
12200 ; 453
12300 ; 431
12400 ; 417
12500 ; 432
12600 ; 432
12700 ; 430
12800 ; 413
12900 ; 418
13000 ; 442
13100 ; 440
13200 ; 431
13300 ; 436
13400 ; 431
13500 ; 435
13600 ; 442
13700 ; 422
13800 ; 428
13900 ; 442
14000 ; 429
14100 ; 427
14200 ; 431
14300 ; 436
14400 ; 429
14500 ; 436
14600 ; 428
14700 ; 440
14800 ; 419
14900 ; 421
15000 ; 429
15100 ; 439
15200 ; 433
15300 ; 424
15400 ; 423
15500 ; 434
15600 ; 430
15700 ; 439
15800 ; 436
15900 ; 431
16000 ; 448
16100 ; 435
16200 ; 445
16300 ; 432
16400 ; 440
16500 ; 436
16600 ; 436
16700 ; 426
16800 ; 453
16900 ; 451
17000 ; 444
17100 ; 436
17200 ; 431
17300 ; 426
17400 ; 438
17500 ; 448
17600 ; 444
17700 ; 426
17800 ; 428
17900 ; 426
18000 ; 442
18100 ; 420
18200 ; 424
18300 ; 449
18400 ; 446
18500 ; 447
18600 ; 424
18700 ; 428
18800 ; 441
18900 ; 446
19000 ; 441
19100 ; 448
19200 ; 435
19300 ; 440
19400 ; 431
19500 ; 421
19600 ; 427
19700 ; 435
19800 ; 439
19900 ; 424
20000 ; 434
20100 ; 433
20200 ; 435
20300 ; 430
20400 ; 450
20500 ; 435
20600 ; 435
20700 ; 433
20800 ; 439
20900 ; 433
21000 ; 435
21100 ; 439
21200 ; 438
21300 ; 437
21400 ; 429
21500 ; 440
21600 ; 435
21700 ; 447
21800 ; 428
21900 ; 435
22000 ; 452
22100 ; 437
22200 ; 430
22300 ; 421
22400 ; 447
22500 ; 439
22600 ; 443
22700 ; 438
22800 ; 430
22900 ; 444
23000 ; 448
23100 ; 431
23200 ; 425
23300 ; 435
23400 ; 439
23500 ; 428
23600 ; 440
23700 ; 445
23800 ; 423
23900 ; 428
24000 ; 428
24100 ; 424
24200 ; 447
24300 ; 433
24400 ; 429
24500 ; 434
24600 ; 430
24700 ; 455
24800 ; 437
24900 ; 430
25000 ; 436
25100 ; 433
25200 ; 434
25300 ; 426
25400 ; 438
25500 ; 423
25600 ; 430
25700 ; 424
25800 ; 443
25900 ; 434
26000 ; 448
26100 ; 440
26200 ; 425
26300 ; 432
26400 ; 445
26500 ; 448
26600 ; 452
26700 ; 442
26800 ; 423
26900 ; 443
27000 ; 434
27100 ; 437
27200 ; 436
27300 ; 435
27400 ; 414
27500 ; 421
27600 ; 432
27700 ; 433
27800 ; 437
27900 ; 446
28000 ; 451
28100 ; 450
28200 ; 436
28300 ; 433
28400 ; 451
28500 ; 434
28600 ; 420
28700 ; 435
28800 ; 434
28900 ; 431
29000 ; 447
29100 ; 432
29200 ; 437
29300 ; 432
29400 ; 453
29500 ; 421
29600 ; 422
29700 ; 450
29800 ; 425
29900 ; 434
30000 ; 420
30100 ; 434
30200 ; 443
30300 ; 452
30400 ; 443
30500 ; 412
30600 ; 426
30700 ; 430
30800 ; 413
30900 ; 447
31000 ; 437
31100 ; 445
31200 ; 423
31300 ; 430
31400 ; 433
31500 ; 430
31600 ; 432
31700 ; 429
31800 ; 435
31900 ; 425
32000 ; 431
32100 ; 444
32200 ; 423
32300 ; 443
32400 ; 423
32500 ; 445
32600 ; 434
32700 ; 433
32800 ; 418
32900 ; 437
33000 ; 449
33100 ; 425
33200 ; 442
33300 ; 428
33400 ; 417
33500 ; 433
33600 ; 435
33700 ; 412
33800 ; 445
33900 ; 432
34000 ; 440
34100 ; 437
34200 ; 429
34300 ; 438
34400 ; 429
34500 ; 427
34600 ; 440
34700 ; 418
34800 ; 431
34900 ; 433
35000 ; 435
35100 ; 431
35200 ; 429
35300 ; 437
35400 ; 431
35500 ; 420
35600 ; 432
35700 ; 442
35800 ; 440
35900 ; 432
36000 ; 441
36100 ; 444
36200 ; 441
36300 ; 451
36400 ; 438
36500 ; 440
36600 ; 428
36700 ; 437
36800 ; 457
36900 ; 440
37000 ; 438
37100 ; 434
37200 ; 445
37300 ; 437
37400 ; 427
37500 ; 430
37600 ; 436
37700 ; 421
37800 ; 423
37900 ; 434
38000 ; 443
38100 ; 421
38200 ; 457
38300 ; 433
38400 ; 435
38500 ; 434
38600 ; 427
38700 ; 446
38800 ; 420
38900 ; 438
39000 ; 432
39100 ; 427
39200 ; 446
39300 ; 438
39400 ; 440
39500 ; 443
39600 ; 435
39700 ; 445
39800 ; 422
39900 ; 455
40000 ; 440
40100 ; 430
40200 ; 439
40300 ; 440
40400 ; 436
40500 ; 445
40600 ; 438
40700 ; 419
40800 ; 443
40900 ; 435
41000 ; 432
41100 ; 434
41200 ; 447
41300 ; 434
41400 ; 438
41500 ; 438
41600 ; 445
41700 ; 415
41800 ; 440
41900 ; 438
42000 ; 414
42100 ; 435
42200 ; 422
42300 ; 440
42400 ; 444
42500 ; 429
42600 ; 446
42700 ; 435
42800 ; 440
42900 ; 441
43000 ; 438
43100 ; 440
43200 ; 444
43300 ; 428
43400 ; 428
43500 ; 440
43600 ; 434
43700 ; 439
43800 ; 437
43900 ; 435
44000 ; 440
44100 ; 429
44200 ; 431
44300 ; 420
44400 ; 443
44500 ; 425
44600 ; 445
44700 ; 445
44800 ; 438
44900 ; 439
45000 ; 451
45100 ; 432
45200 ; 440
45300 ; 437
45400 ; 422
45500 ; 436
45600 ; 426
45700 ; 428
45800 ; 442
45900 ; 435
46000 ; 431
46100 ; 443
46200 ; 441
46300 ; 439
46400 ; 419
46500 ; 438
46600 ; 424
46700 ; 444
46800 ; 428
46900 ; 437
47000 ; 449
47100 ; 444
47200 ; 441
47300 ; 443
47400 ; 429
47500 ; 431
47600 ; 424
47700 ; 436
47800 ; 433
47900 ; 443
48000 ; 429
48100 ; 421
48200 ; 428
48300 ; 444
48400 ; 427
48500 ; 434
48600 ; 452
48700 ; 439
48800 ; 432
48900 ; 440
49000 ; 445
49100 ; 439
49200 ; 438
49300 ; 437
49400 ; 427
49500 ; 427
49600 ; 427
49700 ; 431
49800 ; 449
49900 ; 436
50000 ; 427
50100 ; 442
50200 ; 440
50300 ; 439
50400 ; 446
50500 ; 436
50600 ; 441
50700 ; 432
50800 ; 453
50900 ; 433
51000 ; 436
51100 ; 432
51200 ; 441
51300 ; 438
51400 ; 451
51500 ; 434
51600 ; 425
51700 ; 435
51800 ; 440
51900 ; 427
52000 ; 441
52100 ; 430
52200 ; 433
52300 ; 439
52400 ; 431
52500 ; 432
52600 ; 426
52700 ; 438
52800 ; 419
52900 ; 434
53000 ; 427
53100 ; 441
53200 ; 452
53300 ; 439
53400 ; 442
53500 ; 435
53600 ; 424
53700 ; 441
53800 ; 445
53900 ; 435
54000 ; 437
54100 ; 445
54200 ; 440
54300 ; 426
54400 ; 440
54500 ; 435
54600 ; 411
54700 ; 439
54800 ; 437
54900 ; 441
55000 ; 427
55100 ; 434
55200 ; 443
55300 ; 444
55400 ; 429
55500 ; 436
55600 ; 428
55700 ; 435
55800 ; 434
55900 ; 444
56000 ; 431
56100 ; 411
56200 ; 440
56300 ; 436
56400 ; 449
56500 ; 420
56600 ; 449
56700 ; 439
56800 ; 438
56900 ; 437
57000 ; 434
57100 ; 438
57200 ; 452
57300 ; 445
57400 ; 430
57500 ; 432
57600 ; 435
57700 ; 445
57800 ; 440
57900 ; 429
58000 ; 440
58100 ; 451
58200 ; 444
58300 ; 421
58400 ; 444
58500 ; 424
58600 ; 451
58700 ; 424
58800 ; 434
58900 ; 458
59000 ; 431
59100 ; 436
59200 ; 429
59300 ; 448
59400 ; 430
59500 ; 441
59600 ; 440
59700 ; 432
59800 ; 442
59900 ; 432
60000 ; 432
60100 ; 427
60200 ; 454
60300 ; 435
60400 ; 445
60500 ; 438
60600 ; 438
60700 ; 437
60800 ; 430
60900 ; 445
61000 ; 433
61100 ; 440
61200 ; 425
61300 ; 413
61400 ; 424
61500 ; 452
61600 ; 428
61700 ; 437
61800 ; 432
61900 ; 433
62000 ; 430
62100 ; 432
62200 ; 443
62300 ; 428
62400 ; 428
62500 ; 423
62600 ; 448
62700 ; 422
62800 ; 436
62900 ; 445
63000 ; 433
63100 ; 434
63200 ; 444
63300 ; 441
63400 ; 439
63500 ; 429
63600 ; 437
63700 ; 437
63800 ; 435
63900 ; 425
64000 ; 434
64100 ; 435
64200 ; 433
64300 ; 453
64400 ; 433
64500 ; 440
64600 ; 444
64700 ; 444
64800 ; 421
64900 ; 446
65000 ; 436
65100 ; 427
65200 ; 450
65300 ; 442
65400 ; 433
65500 ; 436
65600 ; 439
65700 ; 426
65800 ; 426
65900 ; 429
66000 ; 413
66100 ; 450
66200 ; 447
66300 ; 436
66400 ; 436
66500 ; 435
66600 ; 418
66700 ; 433
66800 ; 447
66900 ; 425
67000 ; 422
67100 ; 440
67200 ; 432
67300 ; 449
67400 ; 443
67500 ; 435
67600 ; 429
67700 ; 438
67800 ; 436
67900 ; 437
68000 ; 447
68100 ; 433
68200 ; 435
68300 ; 433
68400 ; 436
68500 ; 433
68600 ; 438
68700 ; 434
68800 ; 448
68900 ; 430
69000 ; 413
69100 ; 424
69200 ; 428
69300 ; 438
69400 ; 441
69500 ; 430
69600 ; 446
69700 ; 422
69800 ; 426
69900 ; 439
70000 ; 442
70100 ; 419
70200 ; 438
70300 ; 437
70400 ; 438
70500 ; 434
70600 ; 431
70700 ; 440
70800 ; 437
70900 ; 439
71000 ; 440
71100 ; 442
71200 ; 430
71300 ; 440
71400 ; 449
71500 ; 439
71600 ; 442
71700 ; 443
71800 ; 436
71900 ; 449
72000 ; 437
72100 ; 415
72200 ; 426
72300 ; 433
72400 ; 436
72500 ; 436
72600 ; 434
72700 ; 432
72800 ; 440
72900 ; 435
73000 ; 434
73100 ; 422
73200 ; 444
73300 ; 447
73400 ; 437
73500 ; 437
73600 ; 431
73700 ; 437
73800 ; 432
73900 ; 427
74000 ; 437
74100 ; 436
74200 ; 420
74300 ; 441
74400 ; 441
74500 ; 431
74600 ; 435
74700 ; 433
74800 ; 426
74900 ; 426
75000 ; 446
75100 ; 434
75200 ; 440
75300 ; 442
75400 ; 430
75500 ; 431
75600 ; 433
75700 ; 430
75800 ; 429
75900 ; 434
76000 ; 431
76100 ; 435
76200 ; 432
76300 ; 417
76400 ; 437
76500 ; 425
76600 ; 436
76700 ; 436
76800 ; 420
76900 ; 428
77000 ; 421
