Step;N 
100 ; 620
200 ; 627
300 ; 634
400 ; 634
500 ; 639
600 ; 640
700 ; 641
800 ; 643
900 ; 645
1000 ; 646
1100 ; 648
1200 ; 646
1300 ; 654
1400 ; 654
1500 ; 653
1600 ; 655
1700 ; 657
1800 ; 658
1900 ; 661
2000 ; 661
2100 ; 669
2200 ; 664
2300 ; 663
2400 ; 664
2500 ; 669
2600 ; 661
2700 ; 661
2800 ; 664
2900 ; 663
3000 ; 659
3100 ; 659
3200 ; 658
3300 ; 663
3400 ; 658
3500 ; 656
3600 ; 650
3700 ; 652
3800 ; 654
3900 ; 654
4000 ; 658
4100 ; 662
4200 ; 664
4300 ; 658
4400 ; 662
4500 ; 665
4600 ; 665
4700 ; 665
4800 ; 667
4900 ; 665
5000 ; 665
