Step;N 
100 ; 640
200 ; 647
300 ; 649
400 ; 653
500 ; 659
600 ; 663
700 ; 668
800 ; 671
900 ; 671
1000 ; 674
1100 ; 672
1200 ; 677
1300 ; 679
1400 ; 682
1500 ; 680
1600 ; 681
1700 ; 680
1800 ; 685
1900 ; 685
2000 ; 685
2100 ; 685
2200 ; 688
2300 ; 688
2400 ; 690
2500 ; 692
2600 ; 689
2700 ; 690
2800 ; 691
2900 ; 689
3000 ; 688
3100 ; 691
3200 ; 692
3300 ; 692
3400 ; 689
3500 ; 691
3600 ; 693
3700 ; 695
3800 ; 696
3900 ; 697
4000 ; 696
4100 ; 695
4200 ; 696
4300 ; 695
4400 ; 697
4500 ; 695
4600 ; 698
4700 ; 695
4800 ; 695
4900 ; 694
5000 ; 695
