Step;N 
100 ; 93
200 ; 108
300 ; 103
400 ; 102
500 ; 109
600 ; 119
700 ; 92
800 ; 119
900 ; 95
1000 ; 98
1100 ; 107
1200 ; 102
1300 ; 97
1400 ; 107
1500 ; 109
1600 ; 90
1700 ; 118
1800 ; 115
1900 ; 104
2000 ; 82
2100 ; 96
2200 ; 98
2300 ; 102
2400 ; 111
2500 ; 86
2600 ; 103
2700 ; 110
2800 ; 104
2900 ; 112
3000 ; 95
3100 ; 109
3200 ; 99
3300 ; 100
3400 ; 93
3500 ; 107
3600 ; 115
3700 ; 105
3800 ; 98
3900 ; 106
4000 ; 104
4100 ; 96
4200 ; 102
4300 ; 91
4400 ; 112
4500 ; 101
4600 ; 106
4700 ; 96
4800 ; 101
4900 ; 109
5000 ; 100
5100 ; 110
5200 ; 105
5300 ; 113
5400 ; 106
5500 ; 96
5600 ; 112
5700 ; 102
5800 ; 98
5900 ; 98
6000 ; 88
6100 ; 104
6200 ; 120
6300 ; 114
6400 ; 89
6500 ; 106
6600 ; 111
6700 ; 115
6800 ; 103
6900 ; 102
7000 ; 122
7100 ; 109
7200 ; 86
7300 ; 101
7400 ; 112
7500 ; 100
7600 ; 102
7700 ; 108
7800 ; 107
7900 ; 102
8000 ; 112
8100 ; 101
8200 ; 106
8300 ; 105
8400 ; 118
8500 ; 105
8600 ; 111
8700 ; 103
8800 ; 93
8900 ; 104
9000 ; 102
9100 ; 106
9200 ; 116
9300 ; 103
9400 ; 97
9500 ; 116
9600 ; 94
9700 ; 100
9800 ; 108
9900 ; 86
10000 ; 106
10100 ; 107
10200 ; 108
10300 ; 94
10400 ; 102
10500 ; 110
10600 ; 126
10700 ; 91
10800 ; 103
10900 ; 101
11000 ; 98
11100 ; 105
11200 ; 93
11300 ; 93
11400 ; 105
11500 ; 78
11600 ; 102
11700 ; 86
11800 ; 120
11900 ; 93
12000 ; 107
12100 ; 105
12200 ; 100
12300 ; 106
12400 ; 93
12500 ; 92
12600 ; 97
12700 ; 104
12800 ; 114
12900 ; 106
13000 ; 130
13100 ; 98
13200 ; 100
13300 ; 101
