Step;N 
100 ; 88
200 ; 101
300 ; 78
400 ; 92
500 ; 104
600 ; 93
700 ; 86
800 ; 99
900 ; 81
1000 ; 96
1100 ; 70
1200 ; 84
1300 ; 86
1400 ; 97
1500 ; 90
1600 ; 88
1700 ; 90
1800 ; 88
1900 ; 91
2000 ; 97
2100 ; 95
2200 ; 90
2300 ; 75
2400 ; 95
2500 ; 91
2600 ; 90
2700 ; 73
2800 ; 81
2900 ; 92
3000 ; 97
3100 ; 89
3200 ; 95
3300 ; 82
3400 ; 81
3500 ; 93
3600 ; 83
3700 ; 81
3800 ; 81
3900 ; 102
4000 ; 75
4100 ; 81
4200 ; 94
4300 ; 86
4400 ; 83
4500 ; 84
4600 ; 99
4700 ; 94
4800 ; 86
4900 ; 71
5000 ; 86
5100 ; 90
5200 ; 82
5300 ; 100
5400 ; 84
5500 ; 93
5600 ; 76
5700 ; 81
5800 ; 101
5900 ; 89
6000 ; 86
6100 ; 98
6200 ; 102
6300 ; 78
6400 ; 86
6500 ; 86
6600 ; 90
6700 ; 85
6800 ; 98
6900 ; 80
7000 ; 83
7100 ; 73
7200 ; 91
7300 ; 92
7400 ; 104
7500 ; 86
7600 ; 81
7700 ; 78
7800 ; 84
7900 ; 86
8000 ; 93
8100 ; 84
8200 ; 92
8300 ; 83
8400 ; 90
8500 ; 95
8600 ; 87
8700 ; 80
8800 ; 89
8900 ; 92
9000 ; 88
9100 ; 97
9200 ; 96
9300 ; 83
9400 ; 84
9500 ; 90
9600 ; 93
9700 ; 93
9800 ; 68
9900 ; 90
10000 ; 93
10100 ; 93
10200 ; 61
10300 ; 72
10400 ; 78
10500 ; 84
10600 ; 82
10700 ; 94
10800 ; 94
10900 ; 81
11000 ; 79
11100 ; 94
11200 ; 89
11300 ; 86
11400 ; 77
11500 ; 103
11600 ; 76
11700 ; 78
11800 ; 93
11900 ; 97
12000 ; 78
12100 ; 95
12200 ; 82
12300 ; 83
12400 ; 99
12500 ; 80
12600 ; 87
12700 ; 88
12800 ; 79
12900 ; 88
13000 ; 77
13100 ; 101
13200 ; 89
13300 ; 96
13400 ; 85
13500 ; 96
13600 ; 88
13700 ; 96
13800 ; 89
13900 ; 91
14000 ; 91
14100 ; 87
14200 ; 86
14300 ; 95
14400 ; 80
14500 ; 87
14600 ; 96
14700 ; 81
14800 ; 81
14900 ; 82
15000 ; 85
15100 ; 93
15200 ; 93
15300 ; 88
15400 ; 91
15500 ; 102
15600 ; 86
15700 ; 94
15800 ; 81
15900 ; 87
16000 ; 92
16100 ; 87
16200 ; 85
16300 ; 87
16400 ; 92
16500 ; 83
16600 ; 88
16700 ; 88
16800 ; 81
16900 ; 78
17000 ; 84
17100 ; 65
17200 ; 96
17300 ; 80
17400 ; 87
17500 ; 99
17600 ; 94
17700 ; 82
17800 ; 96
17900 ; 87
18000 ; 92
18100 ; 83
18200 ; 77
18300 ; 88
18400 ; 84
18500 ; 77
18600 ; 84
18700 ; 95
18800 ; 97
18900 ; 82
19000 ; 83
19100 ; 91
19200 ; 89
19300 ; 85
19400 ; 79
19500 ; 79
19600 ; 85
19700 ; 100
19800 ; 93
19900 ; 82
20000 ; 82
20100 ; 80
20200 ; 99
20300 ; 88
20400 ; 78
20500 ; 90
20600 ; 83
20700 ; 77
20800 ; 99
20900 ; 74
21000 ; 88
21100 ; 103
21200 ; 98
21300 ; 88
21400 ; 87
21500 ; 96
21600 ; 91
21700 ; 97
21800 ; 82
21900 ; 84
22000 ; 94
22100 ; 93
22200 ; 90
22300 ; 80
22400 ; 79
22500 ; 85
22600 ; 99
22700 ; 96
22800 ; 93
22900 ; 80
23000 ; 87
23100 ; 101
23200 ; 92
23300 ; 90
23400 ; 95
23500 ; 72
23600 ; 82
23700 ; 78
23800 ; 85
23900 ; 75
24000 ; 83
24100 ; 80
24200 ; 75
24300 ; 92
24400 ; 86
24500 ; 95
24600 ; 80
24700 ; 83
24800 ; 97
24900 ; 81
25000 ; 91
25100 ; 91
25200 ; 83
25300 ; 100
25400 ; 75
25500 ; 90
25600 ; 69
25700 ; 83
25800 ; 76
25900 ; 81
26000 ; 88
26100 ; 90
26200 ; 85
26300 ; 78
26400 ; 76
26500 ; 95
26600 ; 102
26700 ; 80
26800 ; 100
26900 ; 78
27000 ; 95
27100 ; 84
27200 ; 81
27300 ; 98
27400 ; 89
27500 ; 105
27600 ; 90
27700 ; 86
27800 ; 88
27900 ; 80
28000 ; 85
28100 ; 85
28200 ; 69
28300 ; 103
28400 ; 99
28500 ; 95
28600 ; 97
28700 ; 94
28800 ; 73
28900 ; 95
29000 ; 91
29100 ; 79
