Step;N 
100 ; 552
200 ; 540
300 ; 535
400 ; 539
500 ; 528
600 ; 528
700 ; 533
800 ; 520
900 ; 515
1000 ; 521
1100 ; 530
1200 ; 535
1300 ; 543
1400 ; 524
1500 ; 543
1600 ; 539
1700 ; 533
1800 ; 542
1900 ; 528
2000 ; 535
2100 ; 540
2200 ; 533
2300 ; 537
2400 ; 524
2500 ; 522
2600 ; 531
2700 ; 521
2800 ; 533
2900 ; 541
3000 ; 533
3100 ; 534
3200 ; 523
3300 ; 530
3400 ; 524
3500 ; 539
3600 ; 537
3700 ; 527
3800 ; 532
3900 ; 526
4000 ; 525
4100 ; 517
4200 ; 520
4300 ; 523
4400 ; 524
4500 ; 532
4600 ; 551
4700 ; 531
4800 ; 538
4900 ; 541
5000 ; 533
5100 ; 534
5200 ; 522
5300 ; 521
5400 ; 531
5500 ; 519
5600 ; 518
5700 ; 524
5800 ; 521
5900 ; 538
6000 ; 543
6100 ; 536
6200 ; 538
6300 ; 534
6400 ; 546
6500 ; 533
6600 ; 529
6700 ; 521
6800 ; 538
6900 ; 526
7000 ; 532
7100 ; 528
7200 ; 522
7300 ; 532
7400 ; 534
7500 ; 524
7600 ; 529
7700 ; 527
7800 ; 515
7900 ; 537
8000 ; 506
8100 ; 528
8200 ; 527
8300 ; 521
8400 ; 521
8500 ; 533
8600 ; 534
8700 ; 541
8800 ; 534
8900 ; 528
9000 ; 523
9100 ; 528
9200 ; 520
9300 ; 533
9400 ; 536
9500 ; 525
9600 ; 538
9700 ; 529
9800 ; 528
9900 ; 537
10000 ; 543
10100 ; 519
10200 ; 524
10300 ; 530
10400 ; 538
10500 ; 529
10600 ; 532
10700 ; 531
10800 ; 543
10900 ; 530
11000 ; 522
11100 ; 525
11200 ; 528
11300 ; 532
11400 ; 535
11500 ; 536
11600 ; 525
11700 ; 524
11800 ; 521
11900 ; 529
12000 ; 531
12100 ; 530
12200 ; 526
12300 ; 532
12400 ; 536
12500 ; 534
12600 ; 542
12700 ; 538
12800 ; 532
12900 ; 526
13000 ; 524
13100 ; 519
13200 ; 526
13300 ; 537
13400 ; 539
13500 ; 528
13600 ; 536
13700 ; 543
13800 ; 526
13900 ; 539
14000 ; 536
14100 ; 524
14200 ; 532
14300 ; 531
14400 ; 523
14500 ; 533
14600 ; 533
14700 ; 534
14800 ; 522
14900 ; 514
15000 ; 535
15100 ; 520
15200 ; 531
15300 ; 515
15400 ; 517
15500 ; 525
15600 ; 530
15700 ; 541
15800 ; 519
15900 ; 528
16000 ; 519
16100 ; 534
16200 ; 528
16300 ; 533
16400 ; 514
16500 ; 528
16600 ; 539
16700 ; 527
16800 ; 519
16900 ; 529
17000 ; 531
17100 ; 524
17200 ; 544
17300 ; 536
17400 ; 538
17500 ; 532
17600 ; 536
17700 ; 538
17800 ; 547
17900 ; 541
18000 ; 526
18100 ; 535
18200 ; 530
18300 ; 531
18400 ; 528
18500 ; 523
18600 ; 528
18700 ; 540
18800 ; 536
18900 ; 512
19000 ; 533
19100 ; 518
19200 ; 524
19300 ; 533
19400 ; 531
19500 ; 528
19600 ; 535
19700 ; 543
19800 ; 536
19900 ; 533
20000 ; 536
20100 ; 524
20200 ; 519
20300 ; 531
20400 ; 531
20500 ; 533
20600 ; 539
20700 ; 553
20800 ; 525
20900 ; 532
21000 ; 536
21100 ; 529
21200 ; 522
21300 ; 531
21400 ; 524
21500 ; 534
21600 ; 536
21700 ; 534
21800 ; 516
21900 ; 525
22000 ; 547
22100 ; 551
22200 ; 536
22300 ; 551
22400 ; 532
22500 ; 524
22600 ; 529
22700 ; 530
22800 ; 534
22900 ; 535
23000 ; 537
23100 ; 530
23200 ; 527
23300 ; 526
23400 ; 527
23500 ; 538
23600 ; 522
23700 ; 521
23800 ; 534
23900 ; 519
24000 ; 522
24100 ; 537
24200 ; 530
24300 ; 533
24400 ; 522
24500 ; 526
24600 ; 531
24700 ; 533
24800 ; 531
24900 ; 524
25000 ; 540
25100 ; 532
25200 ; 529
25300 ; 519
25400 ; 527
25500 ; 528
25600 ; 536
25700 ; 543
25800 ; 533
25900 ; 539
26000 ; 546
26100 ; 532
26200 ; 530
26300 ; 537
26400 ; 539
26500 ; 522
26600 ; 540
26700 ; 522
26800 ; 525
26900 ; 528
27000 ; 527
27100 ; 540
27200 ; 528
27300 ; 527
27400 ; 529
27500 ; 515
27600 ; 533
27700 ; 531
27800 ; 525
27900 ; 526
28000 ; 523
28100 ; 533
28200 ; 523
28300 ; 529
28400 ; 525
28500 ; 529
28600 ; 534
28700 ; 528
28800 ; 527
28900 ; 544
29000 ; 537
29100 ; 533
29200 ; 535
29300 ; 519
29400 ; 549
29500 ; 524
29600 ; 534
29700 ; 533
29800 ; 536
29900 ; 526
30000 ; 539
30100 ; 545
30200 ; 534
30300 ; 541
30400 ; 533
30500 ; 524
30600 ; 524
30700 ; 526
30800 ; 528
30900 ; 525
31000 ; 524
31100 ; 524
31200 ; 536
31300 ; 530
31400 ; 525
31500 ; 525
31600 ; 518
31700 ; 542
31800 ; 531
31900 ; 534
32000 ; 527
32100 ; 538
32200 ; 546
32300 ; 520
32400 ; 532
32500 ; 543
32600 ; 549
32700 ; 521
32800 ; 526
32900 ; 528
33000 ; 539
33100 ; 519
33200 ; 532
33300 ; 537
33400 ; 534
33500 ; 531
33600 ; 530
33700 ; 530
33800 ; 535
33900 ; 538
34000 ; 542
34100 ; 517
34200 ; 525
34300 ; 534
34400 ; 533
34500 ; 530
34600 ; 519
34700 ; 523
34800 ; 531
34900 ; 520
35000 ; 524
35100 ; 538
35200 ; 526
35300 ; 536
35400 ; 538
35500 ; 522
35600 ; 520
35700 ; 530
35800 ; 534
35900 ; 530
36000 ; 538
36100 ; 527
36200 ; 520
36300 ; 544
36400 ; 533
36500 ; 538
36600 ; 530
36700 ; 529
36800 ; 534
36900 ; 542
37000 ; 541
37100 ; 523
37200 ; 534
37300 ; 534
37400 ; 544
37500 ; 537
37600 ; 535
37700 ; 538
37800 ; 532
37900 ; 530
38000 ; 531
38100 ; 535
38200 ; 531
38300 ; 535
38400 ; 535
38500 ; 542
38600 ; 521
38700 ; 518
38800 ; 529
38900 ; 533
39000 ; 538
39100 ; 534
39200 ; 531
39300 ; 521
39400 ; 523
39500 ; 531
39600 ; 527
39700 ; 522
39800 ; 526
39900 ; 527
40000 ; 543
40100 ; 527
40200 ; 527
40300 ; 529
40400 ; 529
40500 ; 532
40600 ; 532
40700 ; 536
40800 ; 523
40900 ; 543
41000 ; 533
41100 ; 527
41200 ; 533
41300 ; 532
41400 ; 531
41500 ; 531
41600 ; 527
41700 ; 521
41800 ; 523
41900 ; 529
42000 ; 522
42100 ; 518
42200 ; 523
42300 ; 534
42400 ; 531
42500 ; 536
42600 ; 536
42700 ; 518
42800 ; 523
42900 ; 514
43000 ; 524
43100 ; 521
43200 ; 539
43300 ; 525
43400 ; 522
43500 ; 523
43600 ; 536
43700 ; 525
43800 ; 522
43900 ; 526
44000 ; 536
44100 ; 528
44200 ; 533
44300 ; 534
44400 ; 526
44500 ; 533
44600 ; 534
44700 ; 539
44800 ; 532
44900 ; 531
45000 ; 528
