Step;N 
100 ; 625
200 ; 631
300 ; 639
400 ; 646
500 ; 650
600 ; 652
700 ; 658
800 ; 663
900 ; 665
1000 ; 667
1100 ; 672
1200 ; 673
1300 ; 675
1400 ; 677
1500 ; 678
1600 ; 678
1700 ; 678
1800 ; 679
1900 ; 681
2000 ; 682
2100 ; 684
2200 ; 685
2300 ; 686
2400 ; 687
2500 ; 689
2600 ; 689
2700 ; 690
2800 ; 691
2900 ; 692
3000 ; 694
3100 ; 694
3200 ; 694
3300 ; 694
3400 ; 693
3500 ; 693
3600 ; 694
3700 ; 694
3800 ; 694
3900 ; 694
4000 ; 696
4100 ; 697
4200 ; 697
4300 ; 699
4400 ; 698
4500 ; 698
4600 ; 699
4700 ; 698
4800 ; 698
4900 ; 700
5000 ; 700
