Step;N 
100 ; 438
200 ; 430
300 ; 428
400 ; 425
500 ; 430
600 ; 415
700 ; 411
800 ; 428
900 ; 421
1000 ; 429
1100 ; 428
1200 ; 417
1300 ; 428
1400 ; 431
1500 ; 416
1600 ; 433
1700 ; 417
1800 ; 407
1900 ; 417
2000 ; 410
2100 ; 404
2200 ; 433
2300 ; 404
2400 ; 434
2500 ; 413
2600 ; 422
2700 ; 418
2800 ; 433
2900 ; 420
3000 ; 430
3100 ; 404
3200 ; 424
3300 ; 422
3400 ; 410
3500 ; 417
3600 ; 424
3700 ; 409
3800 ; 427
3900 ; 443
4000 ; 403
4100 ; 433
4200 ; 419
4300 ; 415
4400 ; 433
4500 ; 415
4600 ; 419
4700 ; 420
4800 ; 427
4900 ; 429
5000 ; 428
