Step;N 
100 ; 618
200 ; 612
300 ; 618
400 ; 607
500 ; 608
600 ; 612
700 ; 610
800 ; 601
900 ; 614
1000 ; 621
1100 ; 636
1200 ; 636
1300 ; 623
1400 ; 617
1500 ; 616
1600 ; 625
1700 ; 615
1800 ; 622
1900 ; 619
2000 ; 628
2100 ; 614
2200 ; 618
2300 ; 627
2400 ; 623
2500 ; 616
2600 ; 620
2700 ; 612
2800 ; 602
2900 ; 611
3000 ; 615
3100 ; 616
3200 ; 615
3300 ; 617
3400 ; 612
3500 ; 612
3600 ; 616
3700 ; 616
3800 ; 622
3900 ; 611
4000 ; 616
4100 ; 606
4200 ; 613
4300 ; 624
4400 ; 620
4500 ; 618
4600 ; 624
4700 ; 622
4800 ; 620
4900 ; 625
5000 ; 614
5100 ; 630
5200 ; 624
5300 ; 626
5400 ; 623
5500 ; 627
5600 ; 622
5700 ; 630
5800 ; 616
5900 ; 615
6000 ; 617
6100 ; 615
6200 ; 618
6300 ; 618
6400 ; 616
6500 ; 613
6600 ; 617
6700 ; 616
6800 ; 621
6900 ; 613
7000 ; 618
7100 ; 619
7200 ; 625
7300 ; 632
7400 ; 617
7500 ; 623
7600 ; 613
7700 ; 629
7800 ; 629
7900 ; 623
8000 ; 617
8100 ; 622
8200 ; 629
8300 ; 621
8400 ; 625
8500 ; 618
8600 ; 625
8700 ; 623
8800 ; 623
8900 ; 618
9000 ; 619
9100 ; 626
9200 ; 628
9300 ; 619
9400 ; 617
9500 ; 620
9600 ; 615
9700 ; 622
9800 ; 618
9900 ; 618
10000 ; 614
10100 ; 604
10200 ; 620
10300 ; 622
10400 ; 619
10500 ; 620
10600 ; 624
10700 ; 630
10800 ; 634
10900 ; 634
11000 ; 636
11100 ; 638
11200 ; 623
11300 ; 627
11400 ; 621
11500 ; 625
11600 ; 621
11700 ; 629
11800 ; 626
11900 ; 619
12000 ; 622
12100 ; 618
12200 ; 627
12300 ; 626
12400 ; 615
12500 ; 616
12600 ; 630
12700 ; 630
12800 ; 625
12900 ; 624
13000 ; 629
13100 ; 621
13200 ; 613
13300 ; 616
13400 ; 620
13500 ; 623
13600 ; 618
13700 ; 614
13800 ; 624
13900 ; 616
14000 ; 616
14100 ; 614
14200 ; 607
14300 ; 610
14400 ; 619
14500 ; 620
14600 ; 618
14700 ; 624
14800 ; 631
14900 ; 632
15000 ; 626
15100 ; 621
15200 ; 623
15300 ; 619
15400 ; 612
15500 ; 607
15600 ; 617
15700 ; 611
15800 ; 609
15900 ; 613
16000 ; 621
16100 ; 621
16200 ; 619
16300 ; 614
16400 ; 626
16500 ; 617
16600 ; 615
16700 ; 624
16800 ; 619
16900 ; 620
17000 ; 614
17100 ; 624
17200 ; 619
17300 ; 622
17400 ; 615
17500 ; 600
17600 ; 613
17700 ; 609
17800 ; 617
17900 ; 616
18000 ; 625
18100 ; 628
18200 ; 631
18300 ; 620
18400 ; 609
18500 ; 616
18600 ; 610
18700 ; 619
18800 ; 626
18900 ; 619
19000 ; 621
19100 ; 621
19200 ; 620
19300 ; 624
19400 ; 623
19500 ; 615
19600 ; 614
19700 ; 599
19800 ; 617
19900 ; 612
20000 ; 620
20100 ; 608
20200 ; 609
20300 ; 606
20400 ; 608
20500 ; 605
20600 ; 614
20700 ; 616
20800 ; 623
20900 ; 620
21000 ; 621
21100 ; 626
21200 ; 620
21300 ; 627
21400 ; 627
21500 ; 622
21600 ; 617
21700 ; 624
21800 ; 627
21900 ; 619
22000 ; 628
22100 ; 620
22200 ; 622
22300 ; 630
22400 ; 612
22500 ; 626
22600 ; 623
22700 ; 616
22800 ; 624
22900 ; 624
23000 ; 619
23100 ; 620
23200 ; 622
23300 ; 618
23400 ; 623
23500 ; 622
23600 ; 616
23700 ; 614
23800 ; 609
23900 ; 615
24000 ; 617
24100 ; 619
24200 ; 624
24300 ; 627
24400 ; 615
24500 ; 619
24600 ; 622
24700 ; 624
24800 ; 627
24900 ; 623
25000 ; 626
25100 ; 620
25200 ; 611
25300 ; 621
25400 ; 626
25500 ; 622
25600 ; 617
25700 ; 616
25800 ; 626
25900 ; 616
26000 ; 624
26100 ; 617
26200 ; 602
26300 ; 604
26400 ; 615
26500 ; 618
26600 ; 612
26700 ; 608
26800 ; 608
26900 ; 612
27000 ; 611
27100 ; 622
27200 ; 626
27300 ; 622
27400 ; 624
27500 ; 619
27600 ; 629
27700 ; 610
27800 ; 613
27900 ; 608
28000 ; 618
28100 ; 625
28200 ; 618
28300 ; 604
28400 ; 617
28500 ; 621
28600 ; 617
28700 ; 626
28800 ; 631
28900 ; 625
29000 ; 627
29100 ; 621
29200 ; 606
29300 ; 609
29400 ; 608
29500 ; 609
29600 ; 614
29700 ; 614
29800 ; 622
29900 ; 621
30000 ; 620
30100 ; 622
30200 ; 613
30300 ; 613
30400 ; 615
30500 ; 611
30600 ; 619
30700 ; 617
30800 ; 622
30900 ; 615
31000 ; 613
31100 ; 615
31200 ; 615
31300 ; 617
31400 ; 622
31500 ; 616
31600 ; 602
31700 ; 600
31800 ; 618
31900 ; 621
32000 ; 625
32100 ; 629
32200 ; 617
32300 ; 623
32400 ; 628
32500 ; 617
32600 ; 618
32700 ; 617
32800 ; 613
32900 ; 615
33000 ; 612
33100 ; 616
33200 ; 623
33300 ; 619
33400 ; 627
33500 ; 627
33600 ; 626
33700 ; 618
33800 ; 621
33900 ; 620
34000 ; 615
34100 ; 622
34200 ; 628
34300 ; 629
34400 ; 627
34500 ; 632
34600 ; 629
34700 ; 627
34800 ; 623
34900 ; 614
35000 ; 618
35100 ; 621
35200 ; 618
35300 ; 620
35400 ; 619
35500 ; 619
35600 ; 609
35700 ; 621
35800 ; 622
35900 ; 615
36000 ; 610
36100 ; 610
36200 ; 620
36300 ; 619
36400 ; 610
36500 ; 609
36600 ; 620
36700 ; 625
36800 ; 618
36900 ; 611
37000 ; 623
37100 ; 625
37200 ; 630
37300 ; 632
37400 ; 630
37500 ; 634
37600 ; 616
37700 ; 621
37800 ; 629
37900 ; 630
38000 ; 627
38100 ; 625
38200 ; 618
38300 ; 618
38400 ; 622
38500 ; 634
38600 ; 630
38700 ; 623
38800 ; 618
38900 ; 615
39000 ; 625
39100 ; 623
39200 ; 625
39300 ; 614
39400 ; 611
39500 ; 610
39600 ; 610
39700 ; 628
39800 ; 615
39900 ; 617
40000 ; 616
40100 ; 617
40200 ; 608
40300 ; 616
40400 ; 622
40500 ; 615
40600 ; 616
40700 ; 614
40800 ; 627
40900 ; 624
41000 ; 621
41100 ; 613
41200 ; 621
41300 ; 619
41400 ; 615
41500 ; 613
41600 ; 605
41700 ; 607
41800 ; 613
41900 ; 620
42000 ; 622
42100 ; 619
42200 ; 611
42300 ; 614
42400 ; 622
42500 ; 615
42600 ; 615
42700 ; 618
42800 ; 621
42900 ; 615
43000 ; 607
43100 ; 622
43200 ; 617
43300 ; 612
43400 ; 615
43500 ; 621
43600 ; 623
43700 ; 617
43800 ; 615
43900 ; 621
44000 ; 621
