Step;N 
100 ; 751
200 ; 751
300 ; 751
400 ; 751
500 ; 751
600 ; 751
700 ; 751
800 ; 750
900 ; 750
1000 ; 750
1100 ; 749
1200 ; 747
1300 ; 748
1400 ; 748
1500 ; 747
1600 ; 748
1700 ; 748
1800 ; 747
1900 ; 748
2000 ; 749
2100 ; 749
2200 ; 749
2300 ; 749
2400 ; 750
2500 ; 750
2600 ; 751
2700 ; 753
2800 ; 753
2900 ; 752
3000 ; 753
3100 ; 754
3200 ; 755
3300 ; 756
3400 ; 757
3500 ; 757
3600 ; 756
3700 ; 756
3800 ; 755
3900 ; 755
4000 ; 755
4100 ; 757
4200 ; 756
4300 ; 755
4400 ; 755
4500 ; 755
4600 ; 755
4700 ; 756
4800 ; 756
4900 ; 756
5000 ; 756
5100 ; 754
5200 ; 755
5300 ; 755
5400 ; 755
5500 ; 755
5600 ; 755
5700 ; 756
5800 ; 757
5900 ; 756
6000 ; 755
6100 ; 754
6200 ; 754
6300 ; 754
6400 ; 752
6500 ; 753
6600 ; 753
6700 ; 754
6800 ; 753
6900 ; 753
7000 ; 755
7100 ; 755
7200 ; 755
7300 ; 754
7400 ; 754
7500 ; 753
7600 ; 754
7700 ; 755
7800 ; 753
7900 ; 754
8000 ; 754
8100 ; 755
8200 ; 754
8300 ; 754
8400 ; 755
8500 ; 755
8600 ; 755
8700 ; 756
8800 ; 756
8900 ; 756
9000 ; 756
9100 ; 757
9200 ; 757
9300 ; 758
9400 ; 759
9500 ; 759
9600 ; 758
9700 ; 758
9800 ; 758
9900 ; 758
10000 ; 758
10100 ; 758
10200 ; 758
10300 ; 758
10400 ; 757
10500 ; 756
10600 ; 756
10700 ; 756
10800 ; 756
10900 ; 756
11000 ; 756
11100 ; 756
11200 ; 756
11300 ; 754
11400 ; 755
11500 ; 753
11600 ; 753
11700 ; 753
11800 ; 752
11900 ; 752
12000 ; 751
12100 ; 749
12200 ; 748
12300 ; 748
12400 ; 748
12500 ; 747
12600 ; 747
12700 ; 748
12800 ; 748
12900 ; 747
13000 ; 746
13100 ; 746
13200 ; 745
13300 ; 745
13400 ; 745
13500 ; 745
13600 ; 745
13700 ; 746
13800 ; 747
13900 ; 747
14000 ; 748
14100 ; 748
14200 ; 747
14300 ; 747
14400 ; 748
14500 ; 748
14600 ; 747
14700 ; 748
14800 ; 748
14900 ; 747
15000 ; 749
15100 ; 750
15200 ; 749
15300 ; 750
15400 ; 750
15500 ; 749
15600 ; 749
15700 ; 749
15800 ; 748
15900 ; 748
16000 ; 748
16100 ; 749
16200 ; 749
16300 ; 749
16400 ; 747
16500 ; 745
16600 ; 746
16700 ; 746
16800 ; 747
16900 ; 749
17000 ; 750
17100 ; 750
17200 ; 749
17300 ; 749
17400 ; 749
17500 ; 747
17600 ; 746
17700 ; 746
17800 ; 745
17900 ; 746
18000 ; 747
18100 ; 747
18200 ; 747
18300 ; 747
18400 ; 746
18500 ; 745
18600 ; 746
18700 ; 745
18800 ; 744
18900 ; 745
19000 ; 744
19100 ; 745
19200 ; 744
19300 ; 746
19400 ; 746
19500 ; 746
19600 ; 745
19700 ; 745
19800 ; 744
19900 ; 744
20000 ; 745
20100 ; 746
20200 ; 746
20300 ; 746
20400 ; 746
20500 ; 746
20600 ; 747
20700 ; 747
20800 ; 746
20900 ; 747
21000 ; 746
21100 ; 747
21200 ; 744
21300 ; 744
21400 ; 744
21500 ; 744
21600 ; 744
21700 ; 743
21800 ; 743
21900 ; 743
22000 ; 743
22100 ; 743
22200 ; 743
22300 ; 745
22400 ; 744
22500 ; 745
22600 ; 744
22700 ; 744
22800 ; 746
22900 ; 746
23000 ; 745
23100 ; 746
23200 ; 746
23300 ; 746
23400 ; 746
23500 ; 745
23600 ; 746
23700 ; 746
23800 ; 746
23900 ; 747
24000 ; 748
24100 ; 747
24200 ; 746
24300 ; 745
24400 ; 746
24500 ; 747
24600 ; 746
24700 ; 746
24800 ; 744
24900 ; 743
25000 ; 743
25100 ; 743
25200 ; 743
25300 ; 744
25400 ; 744
25500 ; 744
25600 ; 745
25700 ; 744
25800 ; 744
25900 ; 743
26000 ; 743
26100 ; 742
26200 ; 742
26300 ; 743
26400 ; 743
26500 ; 743
26600 ; 744
26700 ; 744
26800 ; 744
26900 ; 741
27000 ; 742
27100 ; 742
27200 ; 743
27300 ; 743
27400 ; 745
27500 ; 745
27600 ; 745
27700 ; 744
27800 ; 744
27900 ; 744
28000 ; 744
28100 ; 744
28200 ; 746
28300 ; 745
28400 ; 745
28500 ; 745
28600 ; 745
28700 ; 745
28800 ; 746
28900 ; 747
29000 ; 747
29100 ; 747
29200 ; 747
29300 ; 748
29400 ; 748
29500 ; 748
29600 ; 749
29700 ; 749
29800 ; 750
29900 ; 750
30000 ; 749
30100 ; 749
30200 ; 750
30300 ; 750
30400 ; 751
30500 ; 749
30600 ; 748
30700 ; 748
30800 ; 748
30900 ; 748
31000 ; 746
31100 ; 749
31200 ; 748
31300 ; 747
31400 ; 747
31500 ; 746
31600 ; 745
31700 ; 745
31800 ; 745
31900 ; 747
32000 ; 747
32100 ; 748
32200 ; 749
32300 ; 748
32400 ; 747
32500 ; 748
32600 ; 748
32700 ; 749
32800 ; 749
32900 ; 749
33000 ; 749
33100 ; 748
33200 ; 749
33300 ; 749
33400 ; 749
33500 ; 749
33600 ; 749
33700 ; 749
33800 ; 750
33900 ; 752
34000 ; 752
34100 ; 752
34200 ; 752
34300 ; 753
34400 ; 753
34500 ; 753
34600 ; 753
34700 ; 753
34800 ; 754
34900 ; 754
35000 ; 754
35100 ; 754
35200 ; 753
35300 ; 753
35400 ; 752
35500 ; 752
35600 ; 752
35700 ; 751
35800 ; 752
35900 ; 752
36000 ; 751
36100 ; 750
36200 ; 749
36300 ; 750
36400 ; 748
36500 ; 749
36600 ; 749
36700 ; 749
36800 ; 749
36900 ; 746
37000 ; 748
37100 ; 748
37200 ; 746
37300 ; 746
37400 ; 747
37500 ; 747
37600 ; 747
37700 ; 747
37800 ; 747
37900 ; 749
38000 ; 748
