0.499000 1.497000
1.499000 2.207614
2.499000 1.497000
3.499000 2.207614
4.499000 1.497000
5.499000 2.207614
6.499000 1.497000
7.499000 2.207614
-6.501000 1.497000
-5.501000 2.207614
-4.501000 1.497000
-3.501000 2.207614
-2.501000 1.497000
-1.501000 2.207614
-0.501000 1.497000
0.999000 4.500000
1.999000 5.210614
2.999000 4.500000
3.999000 5.210614
4.999000 4.500000
5.999000 5.210614
6.999000 4.500000
-7.001000 5.210614
-6.001000 4.500000
-5.001000 5.210614
-4.001000 4.500000
-3.001000 5.210614
-2.001000 4.500000
-1.001000 5.210614
-0.001000 4.500000
0.499000 7.497000
1.499000 -6.792386
2.499000 7.497000
3.499000 -6.792386
4.499000 7.497000
5.499000 -6.792386
6.499000 7.497000
7.499000 -6.792386
-6.501000 7.497000
-5.501000 -6.792386
-4.501000 7.497000
-3.501000 -6.792386
-2.501000 7.497000
-1.501000 -6.792386
-0.501000 7.497000
0.999000 -4.500000
1.999000 -3.789386
2.999000 -4.500000
3.999000 -3.789386
4.999000 -4.500000
5.999000 -3.789386
6.999000 -4.500000
-7.001000 -3.789386
-6.001000 -4.500000
-5.001000 -3.789386
-4.001000 -4.500000
-3.001000 -3.789386
-2.001000 -4.500000
-1.001000 -3.789386
-0.001000 -4.500000
0.499000 -1.503000
1.499000 -0.792386
2.499000 -1.503000
3.499000 -0.792386
4.499000 -1.503000
5.499000 -0.792386
6.499000 -1.503000
